Year,Область,Категорія,Value
2016,Івано-Франківська,за місцевими автоматизованими системами центрального оповіщення,
2016,Київська,за територіальними автоматизованими системами центрального оповіщення,
2016,Київська,за місцевими автоматизованими системами центрального оповіщення,
2016,Кіровоградська,за територіальними автоматизованими системами центрального оповіщення,
2016,Кіровоградська,за місцевими автоматизованими системами центрального оповіщення,
2016,Луганська,за територіальними автоматизованими системами центрального оповіщення,
2016,Луганська,за місцевими автоматизованими системами центрального оповіщення,
2016,Львівська,за територіальними автоматизованими системами центрального оповіщення,
2016,Львівська,за місцевими автоматизованими системами центрального оповіщення,
2016,Миколаївська,за територіальними автоматизованими системами центрального оповіщення,
2016,Миколаївська,за місцевими автоматизованими системами центрального оповіщення,
2016,Одеська,за територіальними автоматизованими системами центрального оповіщення,
2016,Одеська,за місцевими автоматизованими системами центрального оповіщення,
2016,Полтавська,за територіальними автоматизованими системами центрального оповіщення,
2016,Полтавська,за місцевими автоматизованими системами центрального оповіщення,
2016,Рівненська,за територіальними автоматизованими системами центрального оповіщення,
2016,Рівненська,за місцевими автоматизованими системами центрального оповіщення,
2016,Сумська,за територіальними автоматизованими системами центрального оповіщення,
2016,Сумська,за місцевими автоматизованими системами центрального оповіщення,
2016,Тернопільська,за територіальними автоматизованими системами центрального оповіщення,
2016,Тернопільська,за місцевими автоматизованими системами центрального оповіщення,
2016,Харківська,за територіальними автоматизованими системами центрального оповіщення,
2016,Харківська,за місцевими автоматизованими системами центрального оповіщення,
2016,Херсонська,за територіальними автоматизованими системами центрального оповіщення,
2016,Херсонська,за місцевими автоматизованими системами центрального оповіщення,
2016,Хмельницька,за територіальними автоматизованими системами центрального оповіщення,
2016,Хмельницька,за місцевими автоматизованими системами центрального оповіщення,
2016,Черкаська,за територіальними автоматизованими системами центрального оповіщення,
2016,Черкаська,за місцевими автоматизованими системами центрального оповіщення,
2016,Чернівецька,за територіальними автоматизованими системами центрального оповіщення,
2016,Чернівецька,за місцевими автоматизованими системами центрального оповіщення,
2016,Чернігівська,за територіальними автоматизованими системами центрального оповіщення,
2016,Чернігівська,за місцевими автоматизованими системами центрального оповіщення,
2016,м. Київ,за територіальними автоматизованими системами центрального оповіщення,
2016,м. Київ,за місцевими автоматизованими системами центрального оповіщення,
2016,м. Севастополь,за територіальними автоматизованими системами центрального оповіщення,
2016,м. Севастополь,за місцевими автоматизованими системами центрального оповіщення,
2017,,за територіальними автоматизованими системами центрального оповіщення,4.0
2017,,за місцевими автоматизованими системами центрального оповіщення,0.05
2017,Автономна Республіка Крим,за територіальними автоматизованими системами центрального оповіщення,
2017,Автономна Республіка Крим,за місцевими автоматизованими системами центрального оповіщення,
2017,Вінницька,за територіальними автоматизованими системами центрального оповіщення,
2017,Вінницька,за місцевими автоматизованими системами центрального оповіщення,
2017,Волинська,за територіальними автоматизованими системами центрального оповіщення,
2017,Волинська,за місцевими автоматизованими системами центрального оповіщення,
2017,Дніпропетровська,за територіальними автоматизованими системами центрального оповіщення,
2017,Дніпропетровська,за місцевими автоматизованими системами центрального оповіщення,1.3
2017,Донецька,за територіальними автоматизованими системами центрального оповіщення,
2017,Донецька,за місцевими автоматизованими системами центрального оповіщення,
2017,Житомирська,за територіальними автоматизованими системами центрального оповіщення,
2017,Житомирська,за місцевими автоматизованими системами центрального оповіщення,
2017,Закарпатська,за територіальними автоматизованими системами центрального оповіщення,100.0
2017,Закарпатська,за місцевими автоматизованими системами центрального оповіщення,
2017,Запорізька,за територіальними автоматизованими системами центрального оповіщення,
2017,Запорізька,за місцевими автоматизованими системами центрального оповіщення,
2017,Івано-Франківська,за територіальними автоматизованими системами центрального оповіщення,
2017,Івано-Франківська,за місцевими автоматизованими системами центрального оповіщення,
2017,Київська,за територіальними автоматизованими системами центрального оповіщення,
2017,Київська,за місцевими автоматизованими системами центрального оповіщення,
2017,Кіровоградська,за територіальними автоматизованими системами центрального оповіщення,
2017,Кіровоградська,за місцевими автоматизованими системами центрального оповіщення,
2017,Луганська,за територіальними автоматизованими системами центрального оповіщення,
2017,Луганська,за місцевими автоматизованими системами центрального оповіщення,
2017,Львівська,за територіальними автоматизованими системами центрального оповіщення,
2017,Львівська,за місцевими автоматизованими системами центрального оповіщення,
2017,Миколаївська,за територіальними автоматизованими системами центрального оповіщення,
2017,Миколаївська,за місцевими автоматизованими системами центрального оповіщення,
2017,Одеська,за територіальними автоматизованими системами центрального оповіщення,
2017,Одеська,за місцевими автоматизованими системами центрального оповіщення,
2017,Полтавська,за територіальними автоматизованими системами центрального оповіщення,
2017,Полтавська,за місцевими автоматизованими системами центрального оповіщення,
2017,Рівненська,за територіальними автоматизованими системами центрального оповіщення,
2017,Рівненська,за місцевими автоматизованими системами центрального оповіщення,
2017,Сумська,за територіальними автоматизованими системами центрального оповіщення,
2017,Сумська,за місцевими автоматизованими системами центрального оповіщення,
2017,Тернопільська,за територіальними автоматизованими системами центрального оповіщення,
2017,Тернопільська,за місцевими автоматизованими системами центрального оповіщення,
2017,Харківська,за територіальними автоматизованими системами центрального оповіщення,
2017,Харківська,за місцевими автоматизованими системами центрального оповіщення,
2017,Херсонська,за територіальними автоматизованими системами центрального оповіщення,
2017,Херсонська,за місцевими автоматизованими системами центрального оповіщення,
2017,Хмельницька,за територіальними автоматизованими системами центрального оповіщення,
2017,Хмельницька,за місцевими автоматизованими системами центрального оповіщення,
2017,Черкаська,за територіальними автоматизованими системами центрального оповіщення,
2017,Черкаська,за місцевими автоматизованими системами центрального оповіщення,
2017,Чернівецька,за територіальними автоматизованими системами центрального оповіщення,
2017,Чернівецька,за місцевими автоматизованими системами центрального оповіщення,
2017,Чернігівська,за територіальними автоматизованими системами центрального оповіщення,
2017,Чернігівська,за місцевими автоматизованими системами центрального оповіщення,
2017,м. Київ,за територіальними автоматизованими системами центрального оповіщення,
2017,м. Київ,за місцевими автоматизованими системами центрального оповіщення,
2017,м. Севастополь,за територіальними автоматизованими системами центрального оповіщення,
2017,м. Севастополь,за місцевими автоматизованими системами центрального оповіщення,
2018,,за територіальними автоматизованими системами центрального оповіщення,4.0
2018,,за місцевими автоматизованими системами центрального оповіщення,0.1
2018,Автономна Республіка Крим,за територіальними автоматизованими системами центрального оповіщення,
2018,Автономна Республіка Крим,за місцевими автоматизованими системами центрального оповіщення,
2018,Вінницька,за територіальними автоматизованими системами центрального оповіщення,
2018,Вінницька,за місцевими автоматизованими системами центрального оповіщення,
2018,Волинська,за територіальними автоматизованими системами центрального оповіщення,
2018,Волинська,за місцевими автоматизованими системами центрального оповіщення,
2018,Дніпропетровська,за територіальними автоматизованими системами центрального оповіщення,
2018,Дніпропетровська,за місцевими автоматизованими системами центрального оповіщення,1.3
2018,Донецька,за територіальними автоматизованими системами центрального оповіщення,
2018,Донецька,за місцевими автоматизованими системами центрального оповіщення,1.3
2018,Житомирська,за територіальними автоматизованими системами центрального оповіщення,
2018,Житомирська,за місцевими автоматизованими системами центрального оповіщення,
2018,Закарпатська,за територіальними автоматизованими системами центрального оповіщення,100.0
2018,Закарпатська,за місцевими автоматизованими системами центрального оповіщення,
2018,Запорізька,за територіальними автоматизованими системами центрального оповіщення,
2018,Запорізька,за місцевими автоматизованими системами центрального оповіщення,
2018,Івано-Франківська,за територіальними автоматизованими системами центрального оповіщення,
2018,Івано-Франківська,за місцевими автоматизованими системами центрального оповіщення,
2018,Київська,за територіальними автоматизованими системами центрального оповіщення,
2018,Київська,за місцевими автоматизованими системами центрального оповіщення,
2018,Кіровоградська,за територіальними автоматизованими системами центрального оповіщення,
2018,Кіровоградська,за місцевими автоматизованими системами центрального оповіщення,
2018,Луганська,за територіальними автоматизованими системами центрального оповіщення,
2018,Луганська,за місцевими автоматизованими системами центрального оповіщення,
2018,Львівська,за територіальними автоматизованими системами центрального оповіщення,
2018,Львівська,за місцевими автоматизованими системами центрального оповіщення,
2018,Миколаївська,за територіальними автоматизованими системами центрального оповіщення,
2018,Миколаївська,за місцевими автоматизованими системами центрального оповіщення,
2018,Одеська,за територіальними автоматизованими системами центрального оповіщення,
2018,Одеська,за місцевими автоматизованими системами центрального оповіщення,
2018,Полтавська,за територіальними автоматизованими системами центрального оповіщення,
2018,Полтавська,за місцевими автоматизованими системами центрального оповіщення,
2018,Рівненська,за територіальними автоматизованими системами центрального оповіщення,
2018,Рівненська,за місцевими автоматизованими системами центрального оповіщення,
2018,Сумська,за територіальними автоматизованими системами центрального оповіщення,
2018,Сумська,за місцевими автоматизованими системами центрального оповіщення,
2018,Тернопільська,за територіальними автоматизованими системами центрального оповіщення,
2018,Тернопільська,за місцевими автоматизованими системами центрального оповіщення,
2018,Харківська,за територіальними автоматизованими системами центрального оповіщення,
2018,Харківська,за місцевими автоматизованими системами центрального оповіщення,
2018,Херсонська,за територіальними автоматизованими системами центрального оповіщення,
2018,Херсонська,за місцевими автоматизованими системами центрального оповіщення,
2018,Хмельницька,за територіальними автоматизованими системами центрального оповіщення,
2018,Хмельницька,за місцевими автоматизованими системами центрального оповіщення,
2018,Черкаська,за територіальними автоматизованими системами центрального оповіщення,
2018,Черкаська,за місцевими автоматизованими системами центрального оповіщення,
2018,Чернівецька,за територіальними автоматизованими системами центрального оповіщення,
2018,Чернівецька,за місцевими автоматизованими системами центрального оповіщення,
2018,Чернігівська,за територіальними автоматизованими системами центрального оповіщення,
2018,Чернігівська,за місцевими автоматизованими системами центрального оповіщення,
2018,м. Київ,за територіальними автоматизованими системами центрального оповіщення,
2018,м. Київ,за місцевими автоматизованими системами центрального оповіщення,
2018,м. Севастополь,за територіальними автоматизованими системами центрального оповіщення,
2018,м. Севастополь,за місцевими автоматизованими системами центрального оповіщення,
2019,,за територіальними автоматизованими системами центрального оповіщення,12.0
2019,,за місцевими автоматизованими системами центрального оповіщення,0.2
2019,Автономна Республіка Крим,за територіальними автоматизованими системами центрального оповіщення,
2019,Автономна Республіка Крим,за місцевими автоматизованими системами центрального оповіщення,
2019,Вінницька,за територіальними автоматизованими системами центрального оповіщення,
2019,Вінницька,за місцевими автоматизованими системами центрального оповіщення,
2019,Волинська,за територіальними автоматизованими системами центрального оповіщення,
2019,Волинська,за місцевими автоматизованими системами центрального оповіщення,
2019,Дніпропетровська,за територіальними автоматизованими системами центрального оповіщення,
2019,Дніпропетровська,за місцевими автоматизованими системами центрального оповіщення,1.3
2019,Донецька,за територіальними автоматизованими системами центрального оповіщення,
2019,Донецька,за місцевими автоматизованими системами центрального оповіщення,2.5
2019,Житомирська,за територіальними автоматизованими системами центрального оповіщення,
2019,Житомирська,за місцевими автоматизованими системами центрального оповіщення,
2019,Закарпатська,за територіальними автоматизованими системами центрального оповіщення,100.0
2019,Закарпатська,за місцевими автоматизованими системами центрального оповіщення,
2019,Запорізька,за територіальними автоматизованими системами центрального оповіщення,
2019,Запорізька,за місцевими автоматизованими системами центрального оповіщення,
2019,Івано-Франківська,за територіальними автоматизованими системами центрального оповіщення,
2019,Івано-Франківська,за місцевими автоматизованими системами центрального оповіщення,
2019,Київська,за територіальними автоматизованими системами центрального оповіщення,
2019,Київська,за місцевими автоматизованими системами центрального оповіщення,
2019,Кіровоградська,за територіальними автоматизованими системами центрального оповіщення,
2019,Кіровоградська,за місцевими автоматизованими системами центрального оповіщення,
2019,Луганська,за територіальними автоматизованими системами центрального оповіщення,100.0
2019,Луганська,за місцевими автоматизованими системами центрального оповіщення,1.25
2019,Львівська,за територіальними автоматизованими системами центрального оповіщення,
2019,Львівська,за місцевими автоматизованими системами центрального оповіщення,
2019,Миколаївська,за територіальними автоматизованими системами центрального оповіщення,
2019,Миколаївська,за місцевими автоматизованими системами центрального оповіщення,
2019,Одеська,за територіальними автоматизованими системами центрального оповіщення,
2019,Одеська,за місцевими автоматизованими системами центрального оповіщення,
2019,Полтавська,за територіальними автоматизованими системами центрального оповіщення,
2019,Полтавська,за місцевими автоматизованими системами центрального оповіщення,
2019,Рівненська,за територіальними автоматизованими системами центрального оповіщення,
2019,Рівненська,за місцевими автоматизованими системами центрального оповіщення,
2019,Сумська,за територіальними автоматизованими системами центрального оповіщення,100.0
2019,Сумська,за місцевими автоматизованими системами центрального оповіщення,
2019,Тернопільська,за територіальними автоматизованими системами центрального оповіщення,
2019,Тернопільська,за місцевими автоматизованими системами центрального оповіщення,
2019,Харківська,за територіальними автоматизованими системами центрального оповіщення,
2019,Харківська,за місцевими автоматизованими системами центрального оповіщення,
2019,Херсонська,за територіальними автоматизованими системами центрального оповіщення,
2019,Херсонська,за місцевими автоматизованими системами центрального оповіщення,
2019,Хмельницька,за територіальними автоматизованими системами центрального оповіщення,
2019,Хмельницька,за місцевими автоматизованими системами центрального оповіщення,
2019,Черкаська,за територіальними автоматизованими системами центрального оповіщення,
2019,Черкаська,за місцевими автоматизованими системами центрального оповіщення,
2019,Чернівецька,за територіальними автоматизованими системами центрального оповіщення,
2019,Чернівецька,за місцевими автоматизованими системами центрального оповіщення,
2019,Чернігівська,за територіальними автоматизованими системами центрального оповіщення,
2019,Чернігівська,за місцевими автоматизованими системами центрального оповіщення,
2019,м. Київ,за територіальними автоматизованими системами центрального оповіщення,
2019,м. Київ,за місцевими автоматизованими системами центрального оповіщення,
2019,м. Севастополь,за територіальними автоматизованими системами центрального оповіщення,
2019,м. Севастополь,за місцевими автоматизованими системами центрального оповіщення,
2020,,за територіальними автоматизованими системами центрального оповіщення,16.0
2020,,за місцевими автоматизованими системами центрального оповіщення,4.8
2020,Автономна Республіка Крим,за територіальними автоматизованими системами центрального оповіщення,
2020,Автономна Республіка Крим,за місцевими автоматизованими системами центрального оповіщення,
2020,Вінницька,за територіальними автоматизованими системами центрального оповіщення,
2020,Вінницька,за місцевими автоматизованими системами центрального оповіщення,3.2
2020,Волинська,за територіальними автоматизованими системами центрального оповіщення,
2020,Волинська,за місцевими автоматизованими системами центрального оповіщення,
2020,Дніпропетровська,за територіальними автоматизованими системами центрального оповіщення,
2020,Дніпропетровська,за місцевими автоматизованими системами центрального оповіщення,3.5
2020,Донецька,за територіальними автоматизованими системами центрального оповіщення,
2020,Донецька,за місцевими автоматизованими системами центрального оповіщення,4.5
2020,Житомирська,за територіальними автоматизованими системами центрального оповіщення,
2020,Житомирська,за місцевими автоматизованими системами центрального оповіщення,
2020,Закарпатська,за територіальними автоматизованими системами центрального оповіщення,100.0
2020,Закарпатська,за місцевими автоматизованими системами центрального оповіщення,
2020,Запорізька,за територіальними автоматизованими системами центрального оповіщення,
2020,Запорізька,за місцевими автоматизованими системами центрального оповіщення,
2020,Івано-Франківська,за територіальними автоматизованими системами центрального оповіщення,
2020,Івано-Франківська,за місцевими автоматизованими системами центрального оповіщення,
2020,Київська,за територіальними автоматизованими системами центрального оповіщення,
2020,Київська,за місцевими автоматизованими системами центрального оповіщення,
2020,Кіровоградська,за територіальними автоматизованими системами центрального оповіщення,
2020,Кіровоградська,за місцевими автоматизованими системами центрального оповіщення,
2020,Луганська,за територіальними автоматизованими системами центрального оповіщення,100.0
2020,Луганська,за місцевими автоматизованими системами центрального оповіщення,56.2
2020,Львівська,за територіальними автоматизованими системами центрального оповіщення,
2020,Львівська,за місцевими автоматизованими системами центрального оповіщення,2.7
2020,Миколаївська,за територіальними автоматизованими системами центрального оповіщення,
2020,Миколаївська,за місцевими автоматизованими системами центрального оповіщення,3.8
2020,Одеська,за територіальними автоматизованими системами центрального оповіщення,
2020,Одеська,за місцевими автоматизованими системами центрального оповіщення,
2020,Полтавська,за територіальними автоматизованими системами центрального оповіщення,
2020,Полтавська,за місцевими автоматизованими системами центрального оповіщення,1.7
2020,Рівненська,за територіальними автоматизованими системами центрального оповіщення,
2020,Рівненська,за місцевими автоматизованими системами центрального оповіщення,6.3
2020,Сумська,за територіальними автоматизованими системами центрального оповіщення,100.0
2020,Сумська,за місцевими автоматизованими системами центрального оповіщення,2.0
2020,Тернопільська,за територіальними автоматизованими системами центрального оповіщення,
2020,Тернопільська,за місцевими автоматизованими системами центрального оповіщення,3.6
2020,Харківська,за територіальними автоматизованими системами центрального оповіщення,
2020,Харківська,за місцевими автоматизованими системами центрального оповіщення,
2020,Херсонська,за територіальними автоматизованими системами центрального оповіщення,
2020,Херсонська,за місцевими автоматизованими системами центрального оповіщення,
2020,Хмельницька,за територіальними автоматизованими системами центрального оповіщення,
2020,Хмельницька,за місцевими автоматизованими системами центрального оповіщення,18.3
2020,Черкаська,за територіальними автоматизованими системами центрального оповіщення,
2020,Черкаська,за місцевими автоматизованими системами центрального оповіщення,
2020,Чернівецька,за територіальними автоматизованими системами центрального оповіщення,
2020,Чернівецька,за місцевими автоматизованими системами центрального оповіщення,
2020,Чернігівська,за територіальними автоматизованими системами центрального оповіщення,100.0
2020,Чернігівська,за місцевими автоматизованими системами центрального оповіщення,
2020,м. Київ,за територіальними автоматизованими системами центрального оповіщення,
2020,м. Київ,за місцевими автоматизованими системами центрального оповіщення,
2020,м. Севастополь,за територіальними автоматизованими системами центрального оповіщення,
2020,м. Севастополь,за місцевими автоматизованими системами центрального оповіщення,
2021,,за територіальними автоматизованими системами центрального оповіщення,16.0
2021,,за місцевими автоматизованими системами центрального оповіщення,6.3
2021,Автономна Республіка Крим,за територіальними автоматизованими системами центрального оповіщення,
2021,Автономна Республіка Крим,за місцевими автоматизованими системами центрального оповіщення,
2021,Вінницька,за територіальними автоматизованими системами центрального оповіщення,
2021,Вінницька,за місцевими автоматизованими системами центрального оповіщення,3.2
2021,Волинська,за територіальними автоматизованими системами центрального оповіщення,
2021,Волинська,за місцевими автоматизованими системами центрального оповіщення,
2021,Дніпропетровська,за територіальними автоматизованими системами центрального оповіщення,
2021,Дніпропетровська,за місцевими автоматизованими системами центрального оповіщення,3.5
2021,Донецька,за територіальними автоматизованими системами центрального оповіщення,
2021,Донецька,за місцевими автоматизованими системами центрального оповіщення,12.1
2021,Житомирська,за територіальними автоматизованими системами центрального оповіщення,
2021,Житомирська,за місцевими автоматизованими системами центрального оповіщення,
2021,Закарпатська,за територіальними автоматизованими системами центрального оповіщення,100.0
2021,Закарпатська,за місцевими автоматизованими системами центрального оповіщення,
2021,Запорізька,за територіальними автоматизованими системами центрального оповіщення,
2021,Запорізька,за місцевими автоматизованими системами центрального оповіщення,
2021,Івано-Франківська,за територіальними автоматизованими системами центрального оповіщення,
2021,Івано-Франківська,за місцевими автоматизованими системами центрального оповіщення,
2021,Київська,за територіальними автоматизованими системами центрального оповіщення,
2021,Київська,за місцевими автоматизованими системами центрального оповіщення,
2021,Кіровоградська,за територіальними автоматизованими системами центрального оповіщення,
2021,Кіровоградська,за місцевими автоматизованими системами центрального оповіщення,
2021,Луганська,за територіальними автоматизованими системами центрального оповіщення,100.0
2021,Луганська,за місцевими автоматизованими системами центрального оповіщення,70.0
2021,Львівська,за територіальними автоматизованими системами центрального оповіщення,
2021,Львівська,за місцевими автоматизованими системами центрального оповіщення,2.7
2021,Миколаївська,за територіальними автоматизованими системами центрального оповіщення,
2021,Миколаївська,за місцевими автоматизованими системами центрального оповіщення,3.8
2021,Одеська,за територіальними автоматизованими системами центрального оповіщення,
2021,Одеська,за місцевими автоматизованими системами центрального оповіщення,
2021,Полтавська,за територіальними автоматизованими системами центрального оповіщення,
2021,Полтавська,за місцевими автоматизованими системами центрального оповіщення,1.7
2021,Рівненська,за територіальними автоматизованими системами центрального оповіщення,
2021,Рівненська,за місцевими автоматизованими системами центрального оповіщення,6.3
2021,Сумська,за територіальними автоматизованими системами центрального оповіщення,100.0
2021,Сумська,за місцевими автоматизованими системами центрального оповіщення,2.0
2021,Тернопільська,за територіальними автоматизованими системами центрального оповіщення,
2021,Тернопільська,за місцевими автоматизованими системами центрального оповіщення,7.2
2021,Харківська,за територіальними автоматизованими системами центрального оповіщення,
2021,Харківська,за місцевими автоматизованими системами центрального оповіщення,
2021,Херсонська,за територіальними автоматизованими системами центрального оповіщення,
2021,Херсонська,за місцевими автоматизованими системами центрального оповіщення,2.0
2021,Хмельницька,за територіальними автоматизованими системами центрального оповіщення,
2021,Хмельницька,за місцевими автоматизованими системами центрального оповіщення,18.3
2021,Черкаська,за територіальними автоматизованими системами центрального оповіщення,
2021,Черкаська,за місцевими автоматизованими системами центрального оповіщення,
2021,Чернівецька,за територіальними автоматизованими системами центрального оповіщення,
2021,Чернівецька,за місцевими автоматизованими системами центрального оповіщення,
2021,Чернігівська,за територіальними автоматизованими системами центрального оповіщення,100.0
2021,Чернігівська,за місцевими автоматизованими системами центрального оповіщення,5.2
2021,м. Київ,за територіальними автоматизованими системами центрального оповіщення,
2021,м. Київ,за місцевими автоматизованими системами центрального оповіщення,
2021,м. Севастополь,за територіальними автоматизованими системами центрального оповіщення,
2021,м. Севастополь,за місцевими автоматизованими системами центрального оповіщення,
2022,,за територіальними автоматизованими системами центрального оповіщення,16.0
2022,,за місцевими автоматизованими системами центрального оповіщення,12.0
2022,Автономна Республіка Крим,за територіальними автоматизованими системами центрального оповіщення,
2022,Автономна Республіка Крим,за місцевими автоматизованими системами центрального оповіщення,
2022,Вінницька,за територіальними автоматизованими системами центрального оповіщення,
2022,Вінницька,за місцевими автоматизованими системами центрального оповіщення,3.2
2022,Волинська,за територіальними автоматизованими системами центрального оповіщення,
2022,Волинська,за місцевими автоматизованими системами центрального оповіщення,
2022,Дніпропетровська,за територіальними автоматизованими системами центрального оповіщення,
2022,Дніпропетровська,за місцевими автоматизованими системами центрального оповіщення,3.5
2022,Донецька,за територіальними автоматизованими системами центрального оповіщення,
2022,Донецька,за місцевими автоматизованими системами центрального оповіщення,
2022,Житомирська,за територіальними автоматизованими системами центрального оповіщення,
2022,Житомирська,за місцевими автоматизованими системами центрального оповіщення,
2022,Закарпатська,за територіальними автоматизованими системами центрального оповіщення,100.0
2022,Закарпатська,за місцевими автоматизованими системами центрального оповіщення,
2022,Запорізька,за територіальними автоматизованими системами центрального оповіщення,
2022,Запорізька,за місцевими автоматизованими системами центрального оповіщення,1.5
2022,Івано-Франківська,за територіальними автоматизованими системами центрального оповіщення,
2022,Івано-Франківська,за місцевими автоматизованими системами центрального оповіщення,
2022,Київська,за територіальними автоматизованими системами центрального оповіщення,
2022,Київська,за місцевими автоматизованими системами центрального оповіщення,24.6
2022,Кіровоградська,за територіальними автоматизованими системами центрального оповіщення,
2022,Кіровоградська,за місцевими автоматизованими системами центрального оповіщення,
2022,Луганська,за територіальними автоматизованими системами центрального оповіщення,100.0
2022,Луганська,за місцевими автоматизованими системами центрального оповіщення,100.0
2022,Львівська,за територіальними автоматизованими системами центрального оповіщення,
2022,Львівська,за місцевими автоматизованими системами центрального оповіщення,
2022,Миколаївська,за територіальними автоматизованими системами центрального оповіщення,
2022,Миколаївська,за місцевими автоматизованими системами центрального оповіщення,3.8
2022,Одеська,за територіальними автоматизованими системами центрального оповіщення,
2022,Одеська,за місцевими автоматизованими системами центрального оповіщення,
2022,Полтавська,за територіальними автоматизованими системами центрального оповіщення,
2022,Полтавська,за місцевими автоматизованими системами центрального оповіщення,1.7
