Year,Region,Category,Value
2016,autonomous_Republic_of_Crimea,by_local_automated_centralized_warning_systems,
2016,11_reg_Vinnytsya,by_territorial_automated_centralized_warning_systems,
2016,11_reg_Vinnytsya,by_local_automated_centralized_warning_systems,
2016,12_reg_Volyn,by_territorial_automated_centralized_warning_systems,
2016,12_reg_Volyn,by_local_automated_centralized_warning_systems,
2016,13_reg_Dnipropetrovsk,by_territorial_automated_centralized_warning_systems,
2016,13_reg_Dnipropetrovsk,by_local_automated_centralized_warning_systems,1.3
2016,14_reg_Donetsk,by_territorial_automated_centralized_warning_systems,
2016,14_reg_Donetsk,by_local_automated_centralized_warning_systems,
2016,15_reg_Zhytomyr,by_territorial_automated_centralized_warning_systems,
2016,15_reg_Zhytomyr,by_local_automated_centralized_warning_systems,
2016,16_reg_Zakarpattya,by_territorial_automated_centralized_warning_systems,100.0
2016,16_reg_Zakarpattya,by_local_automated_centralized_warning_systems,
2016,17_reg_Zaporizhzhya,by_territorial_automated_centralized_warning_systems,
2016,17_reg_Zaporizhzhya,by_local_automated_centralized_warning_systems,
2016,18_reg_Ivano-Frankivsk,by_territorial_automated_centralized_warning_systems,
2016,18_reg_Ivano-Frankivsk,by_local_automated_centralized_warning_systems,
2016,19_reg_Kyiv,by_territorial_automated_centralized_warning_systems,
2016,19_reg_Kyiv,by_local_automated_centralized_warning_systems,
2016,20_reg_Kirovohrad,by_territorial_automated_centralized_warning_systems,
2016,20_reg_Kirovohrad,by_local_automated_centralized_warning_systems,
2016,21_reg_Luhansk,by_territorial_automated_centralized_warning_systems,
2016,21_reg_Luhansk,by_local_automated_centralized_warning_systems,
2016,22_reg_Lviv,by_territorial_automated_centralized_warning_systems,
2016,22_reg_Lviv,by_local_automated_centralized_warning_systems,
2016,23_reg_Mykolayiv,by_territorial_automated_centralized_warning_systems,
2016,23_reg_Mykolayiv,by_local_automated_centralized_warning_systems,
2016,24_reg_Odesa,by_territorial_automated_centralized_warning_systems,
2016,24_reg_Odesa,by_local_automated_centralized_warning_systems,
2016,25_reg_Poltava,by_territorial_automated_centralized_warning_systems,
2016,25_reg_Poltava,by_local_automated_centralized_warning_systems,
2016,26_reg_Rivne,by_territorial_automated_centralized_warning_systems,
2016,26_reg_Rivne,by_local_automated_centralized_warning_systems,
2016,27_reg_Sumy,by_territorial_automated_centralized_warning_systems,
2016,27_reg_Sumy,by_local_automated_centralized_warning_systems,
2016,28_reg_Ternopil,by_territorial_automated_centralized_warning_systems,
2016,28_reg_Ternopil,by_local_automated_centralized_warning_systems,
2016,29_reg_Kharkiv,by_territorial_automated_centralized_warning_systems,
2016,29_reg_Kharkiv,by_local_automated_centralized_warning_systems,
2016,30_reg_Kherson,by_territorial_automated_centralized_warning_systems,
2016,30_reg_Kherson,by_local_automated_centralized_warning_systems,
2016,31_reg_Khmelnytskiy,by_territorial_automated_centralized_warning_systems,
2016,31_reg_Khmelnytskiy,by_local_automated_centralized_warning_systems,
2016,32_reg_Cherkasy,by_territorial_automated_centralized_warning_systems,
2016,32_reg_Cherkasy,by_local_automated_centralized_warning_systems,
2016,33_reg_Chernivtsi,by_territorial_automated_centralized_warning_systems,
2016,33_reg_Chernivtsi,by_local_automated_centralized_warning_systems,
2016,34_reg_Chernihiv,by_territorial_automated_centralized_warning_systems,
2016,34_reg_Chernihiv,by_local_automated_centralized_warning_systems,
2016,35_reg_Kyiv_city,by_territorial_automated_centralized_warning_systems,
2016,35_reg_Kyiv_city,by_local_automated_centralized_warning_systems,
2016,city_Sevastopol,by_territorial_automated_centralized_warning_systems,
2016,city_Sevastopol,by_local_automated_centralized_warning_systems,
2017,,by_territorial_automated_centralized_warning_systems,4.0
2017,,by_local_automated_centralized_warning_systems,0.05
2017,autonomous_Republic_of_Crimea,by_territorial_automated_centralized_warning_systems,
2017,autonomous_Republic_of_Crimea,by_local_automated_centralized_warning_systems,
2017,11_reg_Vinnytsya,by_territorial_automated_centralized_warning_systems,
2017,11_reg_Vinnytsya,by_local_automated_centralized_warning_systems,
2017,12_reg_Volyn,by_territorial_automated_centralized_warning_systems,
2017,12_reg_Volyn,by_local_automated_centralized_warning_systems,
2017,13_reg_Dnipropetrovsk,by_territorial_automated_centralized_warning_systems,
2017,13_reg_Dnipropetrovsk,by_local_automated_centralized_warning_systems,1.3
2017,14_reg_Donetsk,by_territorial_automated_centralized_warning_systems,
2017,14_reg_Donetsk,by_local_automated_centralized_warning_systems,
2017,15_reg_Zhytomyr,by_territorial_automated_centralized_warning_systems,
2017,15_reg_Zhytomyr,by_local_automated_centralized_warning_systems,
2017,16_reg_Zakarpattya,by_territorial_automated_centralized_warning_systems,100.0
2017,16_reg_Zakarpattya,by_local_automated_centralized_warning_systems,
2017,17_reg_Zaporizhzhya,by_territorial_automated_centralized_warning_systems,
2017,17_reg_Zaporizhzhya,by_local_automated_centralized_warning_systems,
2017,18_reg_Ivano-Frankivsk,by_territorial_automated_centralized_warning_systems,
2017,18_reg_Ivano-Frankivsk,by_local_automated_centralized_warning_systems,
2017,19_reg_Kyiv,by_territorial_automated_centralized_warning_systems,
2017,19_reg_Kyiv,by_local_automated_centralized_warning_systems,
2017,20_reg_Kirovohrad,by_territorial_automated_centralized_warning_systems,
2017,20_reg_Kirovohrad,by_local_automated_centralized_warning_systems,
2017,21_reg_Luhansk,by_territorial_automated_centralized_warning_systems,
2017,21_reg_Luhansk,by_local_automated_centralized_warning_systems,
2017,22_reg_Lviv,by_territorial_automated_centralized_warning_systems,
2017,22_reg_Lviv,by_local_automated_centralized_warning_systems,
2017,23_reg_Mykolayiv,by_territorial_automated_centralized_warning_systems,
2017,23_reg_Mykolayiv,by_local_automated_centralized_warning_systems,
2017,24_reg_Odesa,by_territorial_automated_centralized_warning_systems,
2017,24_reg_Odesa,by_local_automated_centralized_warning_systems,
2017,25_reg_Poltava,by_territorial_automated_centralized_warning_systems,
2017,25_reg_Poltava,by_local_automated_centralized_warning_systems,
2017,26_reg_Rivne,by_territorial_automated_centralized_warning_systems,
2017,26_reg_Rivne,by_local_automated_centralized_warning_systems,
2017,27_reg_Sumy,by_territorial_automated_centralized_warning_systems,
2017,27_reg_Sumy,by_local_automated_centralized_warning_systems,
2017,28_reg_Ternopil,by_territorial_automated_centralized_warning_systems,
2017,28_reg_Ternopil,by_local_automated_centralized_warning_systems,
2017,29_reg_Kharkiv,by_territorial_automated_centralized_warning_systems,
2017,29_reg_Kharkiv,by_local_automated_centralized_warning_systems,
2017,30_reg_Kherson,by_territorial_automated_centralized_warning_systems,
2017,30_reg_Kherson,by_local_automated_centralized_warning_systems,
2017,31_reg_Khmelnytskiy,by_territorial_automated_centralized_warning_systems,
2017,31_reg_Khmelnytskiy,by_local_automated_centralized_warning_systems,
2017,32_reg_Cherkasy,by_territorial_automated_centralized_warning_systems,
2017,32_reg_Cherkasy,by_local_automated_centralized_warning_systems,
2017,33_reg_Chernivtsi,by_territorial_automated_centralized_warning_systems,
2017,33_reg_Chernivtsi,by_local_automated_centralized_warning_systems,
2017,34_reg_Chernihiv,by_territorial_automated_centralized_warning_systems,
2017,34_reg_Chernihiv,by_local_automated_centralized_warning_systems,
2017,35_reg_Kyiv_city,by_territorial_automated_centralized_warning_systems,
2017,35_reg_Kyiv_city,by_local_automated_centralized_warning_systems,
2017,city_Sevastopol,by_territorial_automated_centralized_warning_systems,
2017,city_Sevastopol,by_local_automated_centralized_warning_systems,
2018,,by_territorial_automated_centralized_warning_systems,4.0
2018,,by_local_automated_centralized_warning_systems,0.1
2018,autonomous_Republic_of_Crimea,by_territorial_automated_centralized_warning_systems,
2018,autonomous_Republic_of_Crimea,by_local_automated_centralized_warning_systems,
2018,11_reg_Vinnytsya,by_territorial_automated_centralized_warning_systems,
2018,11_reg_Vinnytsya,by_local_automated_centralized_warning_systems,
2018,12_reg_Volyn,by_territorial_automated_centralized_warning_systems,
2018,12_reg_Volyn,by_local_automated_centralized_warning_systems,
2018,13_reg_Dnipropetrovsk,by_territorial_automated_centralized_warning_systems,
2018,13_reg_Dnipropetrovsk,by_local_automated_centralized_warning_systems,1.3
2018,14_reg_Donetsk,by_territorial_automated_centralized_warning_systems,
2018,14_reg_Donetsk,by_local_automated_centralized_warning_systems,1.3
2018,15_reg_Zhytomyr,by_territorial_automated_centralized_warning_systems,
2018,15_reg_Zhytomyr,by_local_automated_centralized_warning_systems,
2018,16_reg_Zakarpattya,by_territorial_automated_centralized_warning_systems,100.0
2018,16_reg_Zakarpattya,by_local_automated_centralized_warning_systems,
2018,17_reg_Zaporizhzhya,by_territorial_automated_centralized_warning_systems,
2018,17_reg_Zaporizhzhya,by_local_automated_centralized_warning_systems,
2018,18_reg_Ivano-Frankivsk,by_territorial_automated_centralized_warning_systems,
2018,18_reg_Ivano-Frankivsk,by_local_automated_centralized_warning_systems,
2018,19_reg_Kyiv,by_territorial_automated_centralized_warning_systems,
2018,19_reg_Kyiv,by_local_automated_centralized_warning_systems,
2018,20_reg_Kirovohrad,by_territorial_automated_centralized_warning_systems,
2018,20_reg_Kirovohrad,by_local_automated_centralized_warning_systems,
2018,21_reg_Luhansk,by_territorial_automated_centralized_warning_systems,
2018,21_reg_Luhansk,by_local_automated_centralized_warning_systems,
2018,22_reg_Lviv,by_territorial_automated_centralized_warning_systems,
2018,22_reg_Lviv,by_local_automated_centralized_warning_systems,
2018,23_reg_Mykolayiv,by_territorial_automated_centralized_warning_systems,
2018,23_reg_Mykolayiv,by_local_automated_centralized_warning_systems,
2018,24_reg_Odesa,by_territorial_automated_centralized_warning_systems,
2018,24_reg_Odesa,by_local_automated_centralized_warning_systems,
2018,25_reg_Poltava,by_territorial_automated_centralized_warning_systems,
2018,25_reg_Poltava,by_local_automated_centralized_warning_systems,
2018,26_reg_Rivne,by_territorial_automated_centralized_warning_systems,
2018,26_reg_Rivne,by_local_automated_centralized_warning_systems,
2018,27_reg_Sumy,by_territorial_automated_centralized_warning_systems,
2018,27_reg_Sumy,by_local_automated_centralized_warning_systems,
2018,28_reg_Ternopil,by_territorial_automated_centralized_warning_systems,
2018,28_reg_Ternopil,by_local_automated_centralized_warning_systems,
2018,29_reg_Kharkiv,by_territorial_automated_centralized_warning_systems,
2018,29_reg_Kharkiv,by_local_automated_centralized_warning_systems,
2018,30_reg_Kherson,by_territorial_automated_centralized_warning_systems,
2018,30_reg_Kherson,by_local_automated_centralized_warning_systems,
2018,31_reg_Khmelnytskiy,by_territorial_automated_centralized_warning_systems,
2018,31_reg_Khmelnytskiy,by_local_automated_centralized_warning_systems,
2018,32_reg_Cherkasy,by_territorial_automated_centralized_warning_systems,
2018,32_reg_Cherkasy,by_local_automated_centralized_warning_systems,
2018,33_reg_Chernivtsi,by_territorial_automated_centralized_warning_systems,
2018,33_reg_Chernivtsi,by_local_automated_centralized_warning_systems,
2018,34_reg_Chernihiv,by_territorial_automated_centralized_warning_systems,
2018,34_reg_Chernihiv,by_local_automated_centralized_warning_systems,
2018,35_reg_Kyiv_city,by_territorial_automated_centralized_warning_systems,
2018,35_reg_Kyiv_city,by_local_automated_centralized_warning_systems,
2018,city_Sevastopol,by_territorial_automated_centralized_warning_systems,
2018,city_Sevastopol,by_local_automated_centralized_warning_systems,
2019,,by_territorial_automated_centralized_warning_systems,12.0
2019,,by_local_automated_centralized_warning_systems,0.2
2019,autonomous_Republic_of_Crimea,by_territorial_automated_centralized_warning_systems,
2019,autonomous_Republic_of_Crimea,by_local_automated_centralized_warning_systems,
2019,11_reg_Vinnytsya,by_territorial_automated_centralized_warning_systems,
2019,11_reg_Vinnytsya,by_local_automated_centralized_warning_systems,
2019,12_reg_Volyn,by_territorial_automated_centralized_warning_systems,
2019,12_reg_Volyn,by_local_automated_centralized_warning_systems,
2019,13_reg_Dnipropetrovsk,by_territorial_automated_centralized_warning_systems,
2019,13_reg_Dnipropetrovsk,by_local_automated_centralized_warning_systems,1.3
2019,14_reg_Donetsk,by_territorial_automated_centralized_warning_systems,
2019,14_reg_Donetsk,by_local_automated_centralized_warning_systems,2.5
2019,15_reg_Zhytomyr,by_territorial_automated_centralized_warning_systems,
2019,15_reg_Zhytomyr,by_local_automated_centralized_warning_systems,
2019,16_reg_Zakarpattya,by_territorial_automated_centralized_warning_systems,100.0
2019,16_reg_Zakarpattya,by_local_automated_centralized_warning_systems,
2019,17_reg_Zaporizhzhya,by_territorial_automated_centralized_warning_systems,
2019,17_reg_Zaporizhzhya,by_local_automated_centralized_warning_systems,
2019,18_reg_Ivano-Frankivsk,by_territorial_automated_centralized_warning_systems,
2019,18_reg_Ivano-Frankivsk,by_local_automated_centralized_warning_systems,
2019,19_reg_Kyiv,by_territorial_automated_centralized_warning_systems,
2019,19_reg_Kyiv,by_local_automated_centralized_warning_systems,
2019,20_reg_Kirovohrad,by_territorial_automated_centralized_warning_systems,
2019,20_reg_Kirovohrad,by_local_automated_centralized_warning_systems,
2019,21_reg_Luhansk,by_territorial_automated_centralized_warning_systems,100.0
2019,21_reg_Luhansk,by_local_automated_centralized_warning_systems,1.25
2019,22_reg_Lviv,by_territorial_automated_centralized_warning_systems,
2019,22_reg_Lviv,by_local_automated_centralized_warning_systems,
2019,23_reg_Mykolayiv,by_territorial_automated_centralized_warning_systems,
2019,23_reg_Mykolayiv,by_local_automated_centralized_warning_systems,
2019,24_reg_Odesa,by_territorial_automated_centralized_warning_systems,
2019,24_reg_Odesa,by_local_automated_centralized_warning_systems,
2019,25_reg_Poltava,by_territorial_automated_centralized_warning_systems,
2019,25_reg_Poltava,by_local_automated_centralized_warning_systems,
2019,26_reg_Rivne,by_territorial_automated_centralized_warning_systems,
2019,26_reg_Rivne,by_local_automated_centralized_warning_systems,
2019,27_reg_Sumy,by_territorial_automated_centralized_warning_systems,100.0
2019,27_reg_Sumy,by_local_automated_centralized_warning_systems,
2019,28_reg_Ternopil,by_territorial_automated_centralized_warning_systems,
2019,28_reg_Ternopil,by_local_automated_centralized_warning_systems,
2019,29_reg_Kharkiv,by_territorial_automated_centralized_warning_systems,
2019,29_reg_Kharkiv,by_local_automated_centralized_warning_systems,
2019,30_reg_Kherson,by_territorial_automated_centralized_warning_systems,
2019,30_reg_Kherson,by_local_automated_centralized_warning_systems,
2019,31_reg_Khmelnytskiy,by_territorial_automated_centralized_warning_systems,
2019,31_reg_Khmelnytskiy,by_local_automated_centralized_warning_systems,
2019,32_reg_Cherkasy,by_territorial_automated_centralized_warning_systems,
2019,32_reg_Cherkasy,by_local_automated_centralized_warning_systems,
2019,33_reg_Chernivtsi,by_territorial_automated_centralized_warning_systems,
2019,33_reg_Chernivtsi,by_local_automated_centralized_warning_systems,
2019,34_reg_Chernihiv,by_territorial_automated_centralized_warning_systems,
2019,34_reg_Chernihiv,by_local_automated_centralized_warning_systems,
2019,35_reg_Kyiv_city,by_territorial_automated_centralized_warning_systems,
2019,35_reg_Kyiv_city,by_local_automated_centralized_warning_systems,
2019,city_Sevastopol,by_territorial_automated_centralized_warning_systems,
2019,city_Sevastopol,by_local_automated_centralized_warning_systems,
2020,,by_territorial_automated_centralized_warning_systems,16.0
2020,,by_local_automated_centralized_warning_systems,4.8
2020,autonomous_Republic_of_Crimea,by_territorial_automated_centralized_warning_systems,
2020,autonomous_Republic_of_Crimea,by_local_automated_centralized_warning_systems,
2020,11_reg_Vinnytsya,by_territorial_automated_centralized_warning_systems,
2020,11_reg_Vinnytsya,by_local_automated_centralized_warning_systems,3.2
2020,12_reg_Volyn,by_territorial_automated_centralized_warning_systems,
2020,12_reg_Volyn,by_local_automated_centralized_warning_systems,
2020,13_reg_Dnipropetrovsk,by_territorial_automated_centralized_warning_systems,
2020,13_reg_Dnipropetrovsk,by_local_automated_centralized_warning_systems,3.5
2020,14_reg_Donetsk,by_territorial_automated_centralized_warning_systems,
2020,14_reg_Donetsk,by_local_automated_centralized_warning_systems,4.5
2020,15_reg_Zhytomyr,by_territorial_automated_centralized_warning_systems,
2020,15_reg_Zhytomyr,by_local_automated_centralized_warning_systems,
2020,16_reg_Zakarpattya,by_territorial_automated_centralized_warning_systems,100.0
2020,16_reg_Zakarpattya,by_local_automated_centralized_warning_systems,
2020,17_reg_Zaporizhzhya,by_territorial_automated_centralized_warning_systems,
2020,17_reg_Zaporizhzhya,by_local_automated_centralized_warning_systems,
2020,18_reg_Ivano-Frankivsk,by_territorial_automated_centralized_warning_systems,
2020,18_reg_Ivano-Frankivsk,by_local_automated_centralized_warning_systems,
2020,19_reg_Kyiv,by_territorial_automated_centralized_warning_systems,
2020,19_reg_Kyiv,by_local_automated_centralized_warning_systems,
2020,20_reg_Kirovohrad,by_territorial_automated_centralized_warning_systems,
2020,20_reg_Kirovohrad,by_local_automated_centralized_warning_systems,
2020,21_reg_Luhansk,by_territorial_automated_centralized_warning_systems,100.0
2020,21_reg_Luhansk,by_local_automated_centralized_warning_systems,56.2
2020,22_reg_Lviv,by_territorial_automated_centralized_warning_systems,
2020,22_reg_Lviv,by_local_automated_centralized_warning_systems,2.7
2020,23_reg_Mykolayiv,by_territorial_automated_centralized_warning_systems,
2020,23_reg_Mykolayiv,by_local_automated_centralized_warning_systems,3.8
2020,24_reg_Odesa,by_territorial_automated_centralized_warning_systems,
2020,24_reg_Odesa,by_local_automated_centralized_warning_systems,
2020,25_reg_Poltava,by_territorial_automated_centralized_warning_systems,
2020,25_reg_Poltava,by_local_automated_centralized_warning_systems,1.7
2020,26_reg_Rivne,by_territorial_automated_centralized_warning_systems,
2020,26_reg_Rivne,by_local_automated_centralized_warning_systems,6.3
2020,27_reg_Sumy,by_territorial_automated_centralized_warning_systems,100.0
2020,27_reg_Sumy,by_local_automated_centralized_warning_systems,2.0
2020,28_reg_Ternopil,by_territorial_automated_centralized_warning_systems,
2020,28_reg_Ternopil,by_local_automated_centralized_warning_systems,3.6
2020,29_reg_Kharkiv,by_territorial_automated_centralized_warning_systems,
2020,29_reg_Kharkiv,by_local_automated_centralized_warning_systems,
2020,30_reg_Kherson,by_territorial_automated_centralized_warning_systems,
2020,30_reg_Kherson,by_local_automated_centralized_warning_systems,
2020,31_reg_Khmelnytskiy,by_territorial_automated_centralized_warning_systems,
2020,31_reg_Khmelnytskiy,by_local_automated_centralized_warning_systems,18.3
2020,32_reg_Cherkasy,by_territorial_automated_centralized_warning_systems,
2020,32_reg_Cherkasy,by_local_automated_centralized_warning_systems,
2020,33_reg_Chernivtsi,by_territorial_automated_centralized_warning_systems,
2020,33_reg_Chernivtsi,by_local_automated_centralized_warning_systems,
2020,34_reg_Chernihiv,by_territorial_automated_centralized_warning_systems,100.0
2020,34_reg_Chernihiv,by_local_automated_centralized_warning_systems,
2020,35_reg_Kyiv_city,by_territorial_automated_centralized_warning_systems,
2020,35_reg_Kyiv_city,by_local_automated_centralized_warning_systems,
2020,city_Sevastopol,by_territorial_automated_centralized_warning_systems,
2020,city_Sevastopol,by_local_automated_centralized_warning_systems,
2021,,by_territorial_automated_centralized_warning_systems,16.0
2021,,by_local_automated_centralized_warning_systems,6.3
2021,autonomous_Republic_of_Crimea,by_territorial_automated_centralized_warning_systems,
2021,autonomous_Republic_of_Crimea,by_local_automated_centralized_warning_systems,
2021,11_reg_Vinnytsya,by_territorial_automated_centralized_warning_systems,
2021,11_reg_Vinnytsya,by_local_automated_centralized_warning_systems,3.2
2021,12_reg_Volyn,by_territorial_automated_centralized_warning_systems,
2021,12_reg_Volyn,by_local_automated_centralized_warning_systems,
2021,13_reg_Dnipropetrovsk,by_territorial_automated_centralized_warning_systems,
2021,13_reg_Dnipropetrovsk,by_local_automated_centralized_warning_systems,3.5
2021,14_reg_Donetsk,by_territorial_automated_centralized_warning_systems,
2021,14_reg_Donetsk,by_local_automated_centralized_warning_systems,12.1
2021,15_reg_Zhytomyr,by_territorial_automated_centralized_warning_systems,
2021,15_reg_Zhytomyr,by_local_automated_centralized_warning_systems,
2021,16_reg_Zakarpattya,by_territorial_automated_centralized_warning_systems,100.0
2021,16_reg_Zakarpattya,by_local_automated_centralized_warning_systems,
2021,17_reg_Zaporizhzhya,by_territorial_automated_centralized_warning_systems,
2021,17_reg_Zaporizhzhya,by_local_automated_centralized_warning_systems,
2021,18_reg_Ivano-Frankivsk,by_territorial_automated_centralized_warning_systems,
2021,18_reg_Ivano-Frankivsk,by_local_automated_centralized_warning_systems,
2021,19_reg_Kyiv,by_territorial_automated_centralized_warning_systems,
2021,19_reg_Kyiv,by_local_automated_centralized_warning_systems,
2021,20_reg_Kirovohrad,by_territorial_automated_centralized_warning_systems,
2021,20_reg_Kirovohrad,by_local_automated_centralized_warning_systems,
2021,21_reg_Luhansk,by_territorial_automated_centralized_warning_systems,100.0
2021,21_reg_Luhansk,by_local_automated_centralized_warning_systems,70.0
2021,22_reg_Lviv,by_territorial_automated_centralized_warning_systems,
2021,22_reg_Lviv,by_local_automated_centralized_warning_systems,2.7
2021,23_reg_Mykolayiv,by_territorial_automated_centralized_warning_systems,
2021,23_reg_Mykolayiv,by_local_automated_centralized_warning_systems,3.8
2021,24_reg_Odesa,by_territorial_automated_centralized_warning_systems,
2021,24_reg_Odesa,by_local_automated_centralized_warning_systems,
2021,25_reg_Poltava,by_territorial_automated_centralized_warning_systems,
2021,25_reg_Poltava,by_local_automated_centralized_warning_systems,1.7
2021,26_reg_Rivne,by_territorial_automated_centralized_warning_systems,
2021,26_reg_Rivne,by_local_automated_centralized_warning_systems,6.3
2021,27_reg_Sumy,by_territorial_automated_centralized_warning_systems,100.0
2021,27_reg_Sumy,by_local_automated_centralized_warning_systems,2.0
2021,28_reg_Ternopil,by_territorial_automated_centralized_warning_systems,
2021,28_reg_Ternopil,by_local_automated_centralized_warning_systems,7.2
2021,29_reg_Kharkiv,by_territorial_automated_centralized_warning_systems,
2021,29_reg_Kharkiv,by_local_automated_centralized_warning_systems,
2021,30_reg_Kherson,by_territorial_automated_centralized_warning_systems,
2021,30_reg_Kherson,by_local_automated_centralized_warning_systems,2.0
2021,31_reg_Khmelnytskiy,by_territorial_automated_centralized_warning_systems,
2021,31_reg_Khmelnytskiy,by_local_automated_centralized_warning_systems,18.3
2021,32_reg_Cherkasy,by_territorial_automated_centralized_warning_systems,
2021,32_reg_Cherkasy,by_local_automated_centralized_warning_systems,
2021,33_reg_Chernivtsi,by_territorial_automated_centralized_warning_systems,
2021,33_reg_Chernivtsi,by_local_automated_centralized_warning_systems,
2021,34_reg_Chernihiv,by_territorial_automated_centralized_warning_systems,100.0
2021,34_reg_Chernihiv,by_local_automated_centralized_warning_systems,5.2
2021,35_reg_Kyiv_city,by_territorial_automated_centralized_warning_systems,
2021,35_reg_Kyiv_city,by_local_automated_centralized_warning_systems,
2021,city_Sevastopol,by_territorial_automated_centralized_warning_systems,
2021,city_Sevastopol,by_local_automated_centralized_warning_systems,
2022,,by_territorial_automated_centralized_warning_systems,16.0
2022,,by_local_automated_centralized_warning_systems,12.0
2022,autonomous_Republic_of_Crimea,by_territorial_automated_centralized_warning_systems,
2022,autonomous_Republic_of_Crimea,by_local_automated_centralized_warning_systems,
2022,11_reg_Vinnytsya,by_territorial_automated_centralized_warning_systems,
2022,11_reg_Vinnytsya,by_local_automated_centralized_warning_systems,3.2
2022,12_reg_Volyn,by_territorial_automated_centralized_warning_systems,
2022,12_reg_Volyn,by_local_automated_centralized_warning_systems,
2022,13_reg_Dnipropetrovsk,by_territorial_automated_centralized_warning_systems,
2022,13_reg_Dnipropetrovsk,by_local_automated_centralized_warning_systems,3.5
2022,14_reg_Donetsk,by_territorial_automated_centralized_warning_systems,
2022,14_reg_Donetsk,by_local_automated_centralized_warning_systems,
2022,15_reg_Zhytomyr,by_territorial_automated_centralized_warning_systems,
2022,15_reg_Zhytomyr,by_local_automated_centralized_warning_systems,
2022,16_reg_Zakarpattya,by_territorial_automated_centralized_warning_systems,100.0
