Year,Type of economic activity,Organisation and legal forms,Region,Number of employees,Value
2023,,lawyers_union,,,24.2
2023,,law_office,,,30.2
2023,,cooperative,,,49.4
2023,,production_cooperative,,,8.6
2023,,serve_cooperative,,,32.4
2023,,housing_construction_cooperativ,,,56.8
2023,,garage_cooperativ,,,10.5
2023,,consumer_cooperativ,,,24.5
2023,,consumer_partnership,,,26.8
2023,,Bgriculture_and_production_cooperativ,,,55.9
2023,,Bgriculture_and_serve_cooperativ,,,47.5
2023,,Bgriculture_cooperativ,,,50.8
2023,,organisation_establishment_institution,,,45.1
2023,,Buthority_of_state_power_organization,,,79.4
2023,,Buthority_of_state_power,,,66.2
2023,,courts,,,24.5
2023,,Buthority_of_municipality_power,,,
2023,,state-run_organisation,,,29.2
2023,,communal_establishment_institution,,,21.0
2023,,private_establishment_institution,,,29.5
2023,,organisation_establishment_institution_public_association,,,5.4
2023,,organization_of_tenants,,,36.7
2023,,organization_of_customers,,,17.7
2023,,Bssociation,,,25.5
2023,,corporation,,,24.9
2023,,consortium,,,44.4
2023,,concern,,,
2023,,union_of_consumer_partnerships,,,21.4
2023,,other_associations_of_legal_persons,,,
2023,,Buthority_of_advocacy_self-government,,,25.0
2023,,Buthority_of_judge_self-government,,,11.5
2023,,Budit_chamber_of_ukraine,,,
2023,,organization_of_water_users,,,
2023,,commodity_exchange,,,22.2
2023,,credit_union,,,29.2
2023,,not_state_pension_fund,,,22.7
2023,,political_party,,,4.9
2023,,non-profit_organisation,,,62.5
2023,,public_union,,,41.2
2023,,religious_organisation,,,22.7
2023,,trade_union_association_of_trade_unions,,,36.4
2023,,trade_union,,,11.5
2023,,Bssociation_of_trade_unions,,,52.9
2023,,creative_union_other_professional_organisation,,,51.9
2023,,charitable_organisation,,,27.7
2023,,organization_of_employers,,,51.9
2023,,condominium,,,31.0
2023,,community_association_population,,,33.0
2023,,gardening_partnership,,,20.0
2023,,,,up_to_9,28.6
2023,,,,employees_10_49,22.4
2023,,,,employees_50_249,21.7
2023,,,,employees_250_plus,19.9
2023,,,Ukraine,,35.2
2023,,,autonomous_Republic_of_Crimea,,
2023,,,11_reg_Vinnytsya,,35.9
2023,,,12_reg_Volyn,,35.5
2023,,,13_reg_Dnipropetrovsk,,36.9
2023,,,14_reg_Donetsk,,49.1
2023,,,15_reg_Zhytomyr,,38.9
2023,,,16_reg_Zakarpattya,,34.9
2023,,,17_reg_Zaporizhzhya,,36.1
2023,,,18_reg_Ivano-Frankivsk,,34.1
2023,,,19_reg_Kyiv,,31.3
2023,,,20_reg_Kirovohrad,,36.6
2023,,,21_reg_Luhansk,,47.1
2023,,,22_reg_Lviv,,31.9
2023,,,23_reg_Mykolayiv,,38.9
2023,,,24_reg_Odesa,,36.3
2023,,,25_reg_Poltava,,34.8
2023,,,26_reg_Rivne,,34.9
2023,,,27_reg_Sumy,,35.9
2023,,,28_reg_Ternopil,,32.4
2023,,,29_reg_Kharkiv,,35.6
2023,,,30_reg_Kherson,,45.0
2023,,,31_reg_Khmelnytskiy,,34.6
2023,,,32_reg_Cherkasy,,35.8
2023,,,33_reg_Chernivtsi,,33.1
2023,,,34_reg_Chernihiv,,37.2
2023,,,35_reg_Kyiv_city,,30.8
2023,,,city_Sevastopol,,
2024,B01,,,,19.3
2024,B02,,,,10.0
2024,B03,,,,20.6
2024,B04,,,,
2024,B05,,,,
2024,B06,,,,21.1
2024,B07,,,,28.2
2024,B08,,,,25.2
2024,B09,,,,23.0
2024,B10,,,,24.3
2024,B11,,,,
2024,B12,,,,22.2
2024,B13,,,,25.5
2024,B14,,,,25.7
2024,B15,,,,21.4
2024,B16,,,,19.8
2024,B17,,,,36.8
2024,B18,,,,
2024,B19,,,,17.9
2024,B20,,,,20.4
2024,B21,,,,24.0
2024,B22,,,,23.6
2024,B23,,,,19.2
2024,B24,,,,19.9
2024,B25,,,,27.4
2024,B26,,,,22.5
2024,B27,,,,20.3
2024,B28,,,,6.1
2024,B29,,,,8.6
2024,B30,,,,14.3
2024,B31,,,,28.6
2024,B32,,,,14.6
2024,B33,,,,19.5
2024,B34,,,,23.4
2024,B35,,,,33.3
2024,B36,,,,19.7
2024,B37,,,,7.1
2024,B38,,,,
2024,B39,,,,25.5
2024,B40,,,,15.4
2024,B41,,,,20.0
2024,B42,,,,
2024,B43,,,,9.3
2024,B44,,,,16.7
2024,B45,,,,14.3
2024,B46,,,,12.1
2024,B47,,,,15.2
2024,B48,,,,12.5
2024,B49,,,,16.4
2024,B50,,,,16.0
2024,B51,,,,10.7
2024,B52,,,,19.5
2024,B53,,,,15.3
2024,B54,,,,22.4
2024,B55,,,,25.9
2024,B56,,,,23.1
2024,B57,,,,24.7
2024,B58,,,,30.5
2024,B59,,,,21.2
2024,B60,,,,28.6
2024,B61,,,,28.1
2024,B62,,,,34.0
2024,B63,,,,25.2
2024,B64,,,,4.8
2024,B65,,,,35.9
2024,B66,,,,35.2
2024,B67,,,,31.1
2024,B68,,,,9.1
2024,B69,,,,39.3
2024,B70,,,,28.1
2024,B71,,,,24.6
2024,B72,,,,37.4
2024,B73,,,,22.2
2024,B74,,,,26.9
2024,B75,,,,27.5
2024,B76,,,,29.4
2024,B77,,,,16.2
2024,B78,,,,11.8
2024,B79,,,,12.0
2024,B80,,,,
2024,B81,,,,22.2
2024,B82,,,,23.1
2024,B83,,,,22.2
2024,B84,,,,15.1
2024,B85,,,,8.7
2024,B86,,,,31.2
2024,B87,,,,45.0
2024,B88,,,,41.7
2024,B89,,,,40.6
2024,B90,,,,30.0
2024,B91,,,,35.0
2024,B92,,,,31.7
2024,B93,,,,21.5
2024,B94,,,,55.3
2024,B95,,,,53.8
2024,B96,,,,44.5
2024,B97,,,,51.4
2024,B98,,,,56.1
2024,B99,,,,47.7
2024,B100,,,,50.0
2024,B101,,,,37.1
2024,B102,,,,45.3
2024,B103,,,,26.5
2024,B104,,,,32.8
2024,B105,,,,29.9
2024,B106,,,,21.8
2024,B107,,,,30.2
2024,B108,,,,25.0
2024,B109,,,,21.0
2024,B110,,,,20.1
2024,B111,,,,25.8
2024,B112,,,,21.4
2024,B113,,,,17.9
2024,B114,,,,23.7
2024,B115,,,,26.4
2024,B116,,,,37.3
2024,B117,,,,31.2
2024,B118,,,,27.3
2024,B119,,,,27.7
2024,B120,,,,30.6
2024,B121,,,,32.1
2024,B122,,,,51.6
2024,B123,,,,36.0
2024,B124,,,,20.0
2024,B125,,,,14.9
2024,B126,,,,16.5
2024,B127,,,,11.1
2024,B128,,,,12.9
2024,B129,,,,20.5
2024,B130,,,,21.6
2024,B131,,,,21.7
2024,B132,,,,
2024,B133,,,,24.3
2024,B134,,,,17.8
2024,B135,,,,26.3
2024,B136,,,,41.9
2024,B137,,,,5.6
2024,B138,,,,15.8
2024,B139,,,,42.9
2024,B140,,,,26.5
2024,B141,,,,17.4
2024,B142,,,,37.5
2024,B143,,,,30.9
2024,B144,,,,20.8
2024,B145,,,,19.6
2024,B146,,,,23.7
2024,B147,,,,24.4
2024,B148,,,,20.3
2024,B149,,,,20.2
2024,B150,,,,26.3
2024,B151,,,,18.1
2024,B152,,,,14.3
2024,B153,,,,38.1
2024,B154,,,,20.8
2024,B155,,,,20.3
2024,B156,,,,20.9
2024,B157,,,,15.8
2024,B158,,,,33.3
2024,B159,,,,16.7
2024,B160,,,,16.7
2024,B161,,,,16.7
2024,B162,,,,18.2
2024,B163,,,,29.4
2024,B164,,,,17.4
2024,B165,,,,17.5
2024,B166,,,,13.3
2024,B167,,,,17.8
2024,B168,,,,22.6
2024,B169,,,,12.5
2024,B170,,,,26.8
2024,B171,,,,18.8
2024,B172,,,,7.7
2024,B173,,,,16.2
2024,B174,,,,24.6
2024,B175,,,,17.7
2024,B176,,,,
2024,B177,,,,25.0
2024,B178,,,,23.7
2024,B179,,,,23.7
2024,B180,,,,20.7
2024,B181,,,,2.3
2024,B182,,,,8.3
2024,B183,,,,15.4
2024,B184,,,,7.1
2024,B185,,,,
2024,B186,,,,17.4
2024,B187,,,,10.5
2024,B188,,,,15.4
2024,B189,,,,18.7
2024,B190,,,,18.0
2024,B191,,,,22.7
2024,B192,,,,16.7
2024,B193,,,,20.5
2024,B194,,,,8.9
2024,B195,,,,13.3
2024,B196,,,,16.9
2024,B197,,,,21.1
2024,B198,,,,18.7
2024,B199,,,,50.0
2024,B200,,,,14.3
2024,B201,,,,22.2
2024,B202,,,,30.0
2024,B203,,,,23.8
2024,B204,,,,19.3
2024,B205,,,,16.7
2024,B206,,,,20.1
2024,B207,,,,18.5
2024,B208,,,,7.8
2024,B209,,,,14.4
2024,B210,,,,14.7
2024,B211,,,,9.4
2024,B212,,,,12.4
2024,B213,,,,25.0
2024,B214,,,,18.2
2024,B215,,,,9.7
2024,B216,,,,
2024,B217,,,,16.3
2024,B218,,,,18.6
2024,B219,,,,13.2
2024,B220,,,,40.0
2024,B221,,,,17.9
2024,B222,,,,20.9
2024,B223,,,,17.7
2024,B224,,,,18.8
2024,B225,,,,9.1
2024,B226,,,,17.2
2024,B227,,,,6.1
2024,B228,,,,18.0
2024,B229,,,,10.5
2024,B230,,,,26.8
2024,B231,,,,22.4
2024,B232,,,,21.4
2024,B233,,,,8.7
2024,B234,,,,
2024,B235,,,,
2024,B236,,,,15.9
2024,B237,,,,16.9
2024,B238,,,,15.5
2024,B239,,,,4.1
2024,B240,,,,18.3
2024,B241,,,,20.0
2024,B242,,,,19.6
2024,B243,,,,15.0
2024,B244,,,,40.0
2024,B245,,,,40.0
2024,B246,,,,11.1
2024,B247,,,,16.3
2024,B248,,,,20.7
2024,B249,,,,16.8
2024,B250,,,,14.3
2024,B251,,,,13.6
2024,B252,,,,10.4
2024,B253,,,,13.5
2024,B254,,,,8.7
2024,B255,,,,12.4
2024,B256,,,,11.1
2024,B257,,,,
2024,B258,,,,20.8
2024,B259,,,,25.0
2024,B260,,,,23.9
2024,B261,,,,18.7
2024,B262,,,,23.3
2024,B263,,,,21.8
2024,B264,,,,
2024,B265,,,,29.3
2024,B266,,,,40.0
2024,B267,,,,16.7
2024,B268,,,,19.3
2024,B269,,,,26.8
2024,B270,,,,25.6
2024,B271,,,,41.7
2024,B272,,,,25.6
2024,B273,,,,15.1
2024,B274,,,,18.3
2024,B275,,,,28.2
2024,B276,,,,16.9
2024,B277,,,,14.3
2024,B278,,,,25.0
2024,B279,,,,14.9
2024,B280,,,,18.2
2024,B281,,,,16.7
2024,B282,,,,22.0
2024,B283,,,,10.5
2024,B284,,,,16.0
2024,B285,,,,24.4
2024,B286,,,,23.1
2024,B287,,,,24.4
2024,B288,,,,20.6
2024,B289,,,,15.1
2024,B290,,,,19.8
2024,B291,,,,19.5
2024,B292,,,,19.7
2024,B293,,,,22.0
2024,B294,,,,23.6
2024,B295,,,,34.0
2024,B296,,,,15.4
2024,B297,,,,20.4
2024,B298,,,,7.9
2024,B299,,,,24.1
2024,B300,,,,18.1
2024,B301,,,,14.8
2024,B302,,,,14.3
2024,B303,,,,15.0
2024,B304,,,,14.6
2024,B305,,,,15.8
2024,B306,,,,14.6
2024,B307,,,,17.6
2024,B308,,,,20.0
2024,B309,,,,21.7
2024,B310,,,,10.3
2024,B311,,,,16.4
2024,B312,,,,16.1
2024,B313,,,,18.7
2024,B314,,,,21.7
2024,B315,,,,19.0
2024,B316,,,,17.6
2024,B317,,,,12.2
2024,B318,,,,22.6
2024,B319,,,,12.6
2024,B320,,,,15.8
2024,B321,,,,19.9
2024,B322,,,,19.4
2024,B323,,,,18.2
2024,B324,,,,21.5
2024,B325,,,,23.2
2024,B326,,,,19.7
2024,B327,,,,26.6
2024,B328,,,,21.9
2024,B329,,,,25.0
2024,B330,,,,18.6
2024,B331,,,,23.2
2024,B332,,,,42.3
2024,B333,,,,36.1
2024,B334,,,,39.1
2024,B335,,,,32.7
2024,B336,,,,25.4
2024,B337,,,,46.2
2024,B338,,,,23.8
2024,B339,,,,20.0
2024,B340,,,,30.8
2024,B341,,,,31.0
2024,B342,,,,28.6
2024,B343,,,,30.4
2024,B344,,,,25.0
2024,B345,,,,31.2
2024,B346,,,,30.0
2024,B347,,,,29.7
2024,B348,,,,30.7
2024,B349,,,,37.5
2024,B350,,,,36.3
2024,B351,,,,23.8
2024,B352,,,,30.5
2024,B353,,,,49.6
2024,B354,,,,37.5
2024,B355,,,,28.5
2024,B356,,,,58.5
2024,B357,,,,33.9
2024,B358,,,,18.6
2024,B359,,,,24.0
2024,B360,,,,19.1
2024,B361,,,,23.1
2024,B362,,,,22.3
2024,B363,,,,30.2
2024,B364,,,,32.4
2024,B365,,,,24.2
2024,B366,,,,23.3
2024,B367,,,,25.6
2024,B368,,,,26.5
2024,B369,,,,25.7
2024,B370,,,,23.7
2024,B371,,,,27.0
2024,B372,,,,28.2
2024,B373,,,,20.3
2024,B374,,,,27.5
2024,B375,,,,49.1
2024,B376,,,,39.3
2024,B377,,,,50.0
2024,B378,,,,30.9
2024,B379,,,,31.6
2024,B380,,,,47.6
2024,B381,,,,44.4
2024,B382,,,,28.6
2024,B383,,,,35.6
2024,B384,,,,26.5
2024,B385,,,,23.3
2024,B386,,,,27.1
2024,B387,,,,27.4
2024,B388,,,,42.9
2024,B389,,,,25.6
2024,B390,,,,43.5
2024,B391,,,,22.5
2024,B392,,,,40.2
2024,B393,,,,64.0
2024,B394,,,,30.5
2024,B395,,,,
2024,B396,,,,14.0
2024,B397,,,,37.5
2024,B398,,,,42.5
2024,B399,,,,57.1
2024,B400,,,,53.5
2024,B401,,,,39.0
2024,B402,,,,52.7
2024,B403,,,,45.6
2024,B404,,,,55.4
2024,B405,,,,32.2
2024,B406,,,,37.2
2024,B407,,,,42.3
2024,B408,,,,50.0
2024,B409,,,,40.0
2024,B410,,,,32.5
2024,B411,,,,32.4
2024,B412,,,,
2024,B413,,,,31.3
2024,B414,,,,16.0
2024,B415,,,,28.1
2024,B416,,,,21.9
2024,B417,,,,24.7
2024,B418,,,,31.4
2024,B419,,,,14.3
2024,B420,,,,12.5
2024,B421,,,,20.3
2024,B422,,,,35.3
2024,B423,,,,20.0
2024,B424,,,,15.3
2024,B425,,,,6.5
2024,B426,,,,19.5
2024,B427,,,,20.2
2024,B428,,,,21.9
2024,B429,,,,18.1
2024,B430,,,,21.9
2024,B431,,,,35.0
2024,B432,,,,20.0
2024,B433,,,,23.9
2024,B434,,,,43.7
2024,B435,,,,42.7
2024,B436,,,,23.8
2024,B437,,,,54.9
2024,B438,,,,48.4
2024,B439,,,,50.0
2024,B440,,,,54.9
2024,B441,,,,50.9
2024,B442,,,,37.8
2024,B443,,,,43.7
2024,B444,,,,50.7
2024,B445,,,,44.6
2024,B446,,,,38.0
2024,B447,,,,29.0
2024,B448,,,,28.3
2024,B449,,,,42.8
2024,B450,,,,30.3
2024,B451,,,,40.0
2024,B452,,,,55.7
2024,B453,,,,29.7
2024,B454,,,,48.3
2024,B455,,,,34.3
2024,B456,,,,20.2
2024,B457,,,,22.3
2024,B458,,,,21.1
2024,B459,,,,24.8
2024,B460,,,,27.3
2024,B461,,,,30.3
2024,B462,,,,24.8
2024,B463,,,,26.0
2024,B464,,,,31.9
2024,B465,,,,31.2
2024,B466,,,,41.1
2024,B467,,,,39.6
2024,B468,,,,50.0
2024,B469,,,,33.1
2024,B470,,,,31.9
2024,B471,,,,30.9
2024,B472,,,,21.0
2024,B473,,,,40.3
2024,B474,,,,36.5
2024,B475,,,,26.7
2024,B476,,,,32.1
2024,B477,,,,50.0
2024,B478,,,,36.7
2024,B479,,,,26.7
2024,B480,,,,43.1
2024,B481,,,,31.7
2024,B482,,,,24.1
2024,B483,,,,34.2
2024,B484,,,,59.1
2024,B485,,,,41.1
2024,B486,,,,33.6
2024,B487,,,,39.7
2024,B488,,,,42.4
2024,B489,,,,43.5
2024,B490,,,,38.3
2024,B491,,,,69.2
2024,B492,,,,23.8
2024,B493,,,,50.4
2024,B494,,,,39.7
2024,B495,,,,30.3
2024,B496,,,,26.8
2024,B497,,,,27.0
2024,B498,,,,30.7
2024,B499,,,,22.2
2024,B500,,,,32.8
2024,B501,,,,43.0
2024,B502,,,,44.0
2024,B503,,,,38.6
2024,B504,,,,42.4
2024,B505,,,,33.7
2024,B506,,,,62.2
2024,B507,,,,32.4
2024,B508,,,,39.5
2024,B509,,,,31.0
2024,B510,,,,29.7
2024,B511,,,,29.3
2024,B512,,,,
2024,B513,,,,41.9
2024,B514,,,,26.6
2024,B515,,,,26.0
2024,B516,,,,34.7
2024,B517,,,,20.7
2024,B518,,,,33.3
2024,B519,,,,31.8
2024,B520,,,,40.6
2024,B521,,,,47.5
2024,B522,,,,47.6
2024,B523,,,,56.1
2024,B524,,,,68.7
2024,B525,,,,62.7
2024,B526,,,,51.8
2024,B527,,,,15.4
2024,B528,,,,19.9
2024,B529,,,,11.1
2024,B530,,,,45.0
2024,B531,,,,45.7
2024,B532,,,,28.5
2024,B533,,,,24.5
2024,B534,,,,28.8
2024,B535,,,,46.5
2024,B536,,,,44.4
2024,B537,,,,45.7
2024,B538,,,,48.4
2024,B539,,,,31.8
2024,B540,,,,33.3
2024,B541,,,,33.5
2024,B542,,,,62.2
2024,B543,,,,75.5
2024,B544,,,,30.1
2024,B545,,,,21.4
2024,B546,,,,4.6
2024,B547,,,,53.5
2024,B548,,,,4.0
2024,B549,,,,2.5
2024,B550,,,,65.1
2024,B551,,,,99.0
2024,B552,,,,89.7
2024,B553,,,,74.4
2024,B554,,,,33.8
2024,B555,,,,43.7
2024,B556,,,,27.6
2024,B557,,,,24.3
2024,B558,,,,72.5
2024,B559,,,,30.7
2024,B560,,,,68.5
2024,B561,,,,78.5
2024,B562,,,,41.5
2024,B563,,,,53.4
2024,B564,,,,49.0
2024,B565,,,,47.3
2024,B566,,,,60.0
2024,B567,,,,35.7
2024,B568,,,,24.2
2024,B569,,,,52.0
2024,B570,,,,50.5
2024,B571,,,,75.8
2024,B572,,,,84.6
2024,B573,,,,37.3
2024,B574,,,,65.2
2024,B575,,,,63.5
2024,B576,,,,45.5
2024,B577,,,,73.2
2024,B578,,,,93.2
2024,B579,,,,65.4
2024,B580,,,,49.3
2024,B581,,,,24.7
2024,B582,,,,15.2
2024,B583,,,,20.3
2024,B584,,,,11.8
2024,B585,,,,48.2
2024,B586,,,,18.8
2024,B587,,,,41.3
2024,B588,,,,53.2
2024,B589,,,,17.6
2024,B590,,,,32.8
2024,B591,,,,62.4
2024,B592,,,,5.2
2024,B593,,,,22.4
2024,B594,,,,30.3
2024,B595,,,,22.8
2024,B596,,,,25.0
2024,B597,,,,21.7
2024,B598,,,,14.0
2024,B599,,,,50.0
2024,B600,,,,23.1
2024,B601,,,,35.3
2024,B602,,,,52.5
2024,B603,,,,50.0
2024,B604,,,,81.5
2024,B605,,,,29.7
2024,B606,,,,35.7
2024,B607,,,,29.6
2024,B608,,,,
2024,B609,,,,37.5
2024,B610,,,,28.6
2024,B611,,,,
2024,,,,,36.2
2024,,farm,,,20.4
2024,,private_enterprise,,,30.0
2024,,collective_enterprise,,,31.8
2024,,public_enterprise,,,13.8
2024,,state-run_enterprise,,,7.7
2024,,communal_enterprise,,,34.1
2024,,joint_communal_enterprise,,,50.0
2024,,subsidiary,,,24.8
2024,,foreign_enterprise,,,22.7
2024,,enterprise_association_of_citizens,,,25.5
2024,,enterprise_founded_by_consumer_partnership,,,58.6
2024,,rental_enterprise,,,37.5
2024,,individual_enterprise,,,
2024,,family_enterprise,,,31.0
2024,,joint_enterprise,,,20.1
2024,,joint-stock_company,,,22.2
2024,,public_joint-stock_partnership,,,19.4
2024,,private_joint-stock_partnership,,,50.0
2024,,state_joint_stock_company,,,29.7
2024,,holding_company,,,21.9
2024,,limited_liability_partnership,,,33.6
2024,,extended_liability_partnership,,,43.3
2024,,full_liability_partnership,,,28.2
2024,,mixed_liability_company,,,35.2
2024,,lawyers_union,,,25.5
2024,,law_office,,,30.3
2024,,cooperative,,,49.4
2024,,production_cooperative,,,8.6
2024,,serve_cooperative,,,31.7
2024,,housing_construction_cooperativ,,,57.4
2024,,garage_cooperativ,,,13.2
2024,,consumer_cooperativ,,,28.7
2024,,consumer_partnership,,,27.3
2024,,Bgriculture_and_production_cooperativ,,,56.2
2024,,Bgriculture_and_serve_cooperativ,,,48.5
2024,,Bgriculture_cooperativ,,,52.2
2024,,organisation_establishment_institution,,,45.8
2024,,Buthority_of_state_power_organization,,,79.6
2024,,Buthority_of_state_power,,,66.3
2024,,courts,,,24.7
2024,,Buthority_of_municipality_power,,,
2024,,state-run_organisation,,,29.2
2024,,communal_establishment_institution,,,19.2
2024,,private_establishment_institution,,,24.3
2024,,organisation_establishment_institution_public_association,,,10.5
2024,,organization_of_tenants,,,38.3
2024,,organization_of_customers,,,18.1
2024,,Bssociation,,,22.2
2024,,corporation,,,26.7
2024,,consortium,,,47.7
2024,,concern,,,
2024,,union_of_consumer_partnerships,,,21.4
2024,,other_associations_of_legal_persons,,,
2024,,Buthority_of_advocacy_self-government,,,26.5
2024,,Buthority_of_judge_self-government,,,11.5
2024,,Budit_chamber_of_ukraine,,,
2024,,organization_of_water_users,,,20.0
2024,,commodity_exchange,,,22.4
2024,,credit_union,,,29.8
2024,,not_state_pension_fund,,,23.0
2024,,political_party,,,5.2
2024,,non-profit_organisation,,,62.4
2024,,public_union,,,44.1
2024,,religious_organisation,,,19.5
2024,,trade_union_association_of_trade_unions,,,36.2
2024,,trade_union,,,12.0
2024,,Bssociation_of_trade_unions,,,53.3
2024,,creative_union_other_professional_organisation,,,52.4
2024,,charitable_organisation,,,27.5
2024,,organization_of_employers,,,54.4
2024,,condominium,,,35.7
2024,,community_association_population,,,33.9
2024,,gardening_partnership,,,16.7
2024,,,,up_to_9,30.4
2024,,,,employees_10_49,23.9
2024,,,,employees_50_249,22.7
2024,,,,employees_250_plus,19.9
2024,,,Ukraine,,36.2
2024,,,autonomous_Republic_of_Crimea,,
2024,,,11_reg_Vinnytsya,,36.6
2024,,,12_reg_Volyn,,36.4
2024,,,13_reg_Dnipropetrovsk,,38.1
2024,,,14_reg_Donetsk,,49.8
2024,,,15_reg_Zhytomyr,,39.5
2024,,,16_reg_Zakarpattya,,35.4
2024,,,17_reg_Zaporizhzhya,,37.9
2024,,,18_reg_Ivano-Frankivsk,,34.7
2024,,,19_reg_Kyiv,,32.3
2024,,,20_reg_Kirovohrad,,37.0
2024,,,21_reg_Luhansk,,49.1
2024,,,22_reg_Lviv,,33.0
2024,,,23_reg_Mykolayiv,,39.4
2024,,,24_reg_Odesa,,37.3
2024,,,25_reg_Poltava,,35.4
2024,,,26_reg_Rivne,,35.6
2024,,,27_reg_Sumy,,36.6
2024,,,28_reg_Ternopil,,32.8
2024,,,29_reg_Kharkiv,,36.2
2024,,,30_reg_Kherson,,47.7
2024,,,31_reg_Khmelnytskiy,,35.1
2024,,,32_reg_Cherkasy,,35.9
2024,,,33_reg_Chernivtsi,,34.0
2024,,,34_reg_Chernihiv,,38.1
2024,,,35_reg_Kyiv_city,,32.4
2024,,,city_Sevastopol,,
