Year,Область,Value
2019,Закарпатська,
2019,Запорізька,
2019,Івано-Франківська,
2019,Київська,
2019,Кіровоградська,
2019,Луганська,
2019,Львівська,
2019,Миколаївська,
2019,Одеська,
2019,Полтавська,
2019,Рівненська,
2019,Сумська,
2019,Тернопільська,
2019,Харківська,
2019,Херсонська,
2019,Хмельницька,
2019,Черкаська,
2019,Чернівецька,
2019,Чернігівська,
2019,м. Київ,
2019,м. Севастополь,
2020,Україна,
2020,Автономна Республіка Крим,
2020,Вінницька,
2020,Волинська,
2020,Дніпропетровська,
2020,Донецька,
2020,Житомирська,
2020,Закарпатська,
2020,Запорізька,
2020,Івано-Франківська,
2020,Київська,
2020,Кіровоградська,
2020,Луганська,
2020,Львівська,
2020,Миколаївська,
2020,Одеська,
2020,Полтавська,
2020,Рівненська,
2020,Сумська,
2020,Тернопільська,
2020,Харківська,
2020,Херсонська,
2020,Хмельницька,
2020,Черкаська,
2020,Чернівецька,
2020,Чернігівська,
2020,м. Київ,
2020,м. Севастополь,
2021,Україна,4.4
2021,Автономна Республіка Крим,
2021,Вінницька,1.6
2021,Волинська,1.5
2021,Дніпропетровська,6.4
2021,Донецька,18.6
2021,Житомирська,2.0
2021,Закарпатська,5.4
2021,Запорізька,3.4
2021,Івано-Франківська,0.0
2021,Київська,23.5
2021,Кіровоградська,-3.0
2021,Луганська,
2021,Львівська,21.5
2021,Миколаївська,0.2
2021,Одеська,15.8
2021,Полтавська,0.4
2021,Рівненська,2.8
2021,Сумська,-4.7
2021,Тернопільська,6.6
2021,Харківська,17.6
2021,Херсонська,0.0
2021,Хмельницька,3.8
2021,Черкаська,1.3
2021,Чернівецька,45.7
2021,Чернігівська,12.9
2021,м. Київ,0.0
2021,м. Севастополь,
2022,Україна,8.5
2022,Автономна Республіка Крим,
2022,Вінницька,3.9
2022,Волинська,11.8
2022,Дніпропетровська,6.3
2022,Донецька,27.6
2022,Житомирська,4.8
2022,Закарпатська,7.2
2022,Запорізька,-14.1
2022,Івано-Франківська,10.3
2022,Київська,54.6
2022,Кіровоградська,-5.6
2022,Луганська,
2022,Львівська,29.5
2022,Миколаївська,0.4
2022,Одеська,28.7
2022,Полтавська,0.4
2022,Рівненська,8.5
2022,Сумська,13.4
2022,Тернопільська,11.0
2022,Харківська,23.3
2022,Херсонська,0.0
2022,Хмельницька,8.3
2022,Черкаська,1.8
2022,Чернівецька,119.8
2022,Чернігівська,17.4
2022,м. Київ,0.0
2022,м. Севастополь,
2023,Україна,16.8
2023,Автономна Республіка Крим,
2023,Вінницька,5.2
2023,Волинська,26.4
2023,Дніпропетровська,-9.7
2023,Донецька,76.3
2023,Житомирська,16.2
2023,Закарпатська,11.6
2023,Запорізька,-23.3
2023,Івано-Франківська,27.1
2023,Київська,69.7
2023,Кіровоградська,14.7
2023,Луганська,
2023,Львівська,34.0
2023,Миколаївська,1.4
2023,Одеська,103.0
2023,Полтавська,0.4
2023,Рівненська,54.4
2023,Сумська,7.3
2023,Тернопільська,11.0
2023,Харківська,51.4
2023,Херсонська,0.0
2023,Хмельницька,15.4
2023,Черкаська,2.7
2023,Чернівецька,128.0
2023,Чернігівська,36.2
2023,м. Київ,0.0
2023,м. Севастополь,
2024,Україна,20.1
2024,Автономна Республіка Крим,
2024,Вінницька,8.2
2024,Волинська,33.5
2024,Дніпропетровська,-13.2
2024,Донецька,73.8
2024,Житомирська,18.4
2024,Закарпатська,15.8
2024,Запорізька,-23.9
2024,Івано-Франківська,37.4
2024,Київська,63.9
2024,Кіровоградська,11.8
2024,Луганська,
2024,Львівська,51.0
2024,Миколаївська,2.8
2024,Одеська,167.4
2024,Полтавська,0.4
2024,Рівненська,45.5
2024,Сумська,10.1
2024,Тернопільська,1.7
2024,Харківська,93.0
2024,Херсонська,0.0
2024,Хмельницька,17.0
2024,Черкаська,9.1
2024,Чернівецька,128.0
2024,Чернігівська,56.7
2024,м. Київ,0.0
2024,м. Севастополь,
