Year,Область,Value
2022,Київська,13.9
2022,Кіровоградська,50.7
2022,Луганська,
2022,Львівська,40.7
2022,Миколаївська,32.8
2022,Одеська,30.0
2022,Полтавська,42.0
2022,Рівненська,19.6
2022,Сумська,27.6
2022,Тернопільська,48.0
2022,Харківська,52.8
2022,Херсонська,29.5
2022,Хмельницька,30.1
2022,Черкаська,37.8
2022,Чернівецька,24.5
2022,Чернігівська,42.9
2022,м. Київ,48.1
2022,м. Севастополь,
2023,Україна,36.5
2023,Автономна Республіка Крим,
2023,Вінницька,25.5
2023,Волинська,58.3
2023,Дніпропетровська,37.0
2023,Донецька,58.5
2023,Житомирська,31.8
2023,Закарпатська,12.8
2023,Запорізька,52.1
2023,Івано-Франківська,34.5
2023,Київська,27.5
2023,Кіровоградська,49.5
2023,Луганська,
2023,Львівська,39.6
2023,Миколаївська,31.6
2023,Одеська,25.7
2023,Полтавська,41.5
2023,Рівненська,20.4
2023,Сумська,26.9
2023,Тернопільська,47.9
2023,Харківська,51.4
2023,Херсонська,39.5
2023,Хмельницька,30.5
2023,Черкаська,36.5
2023,Чернівецька,21.7
2023,Чернігівська,41.5
2023,м. Київ,49.7
2023,м. Севастополь,
