Year,Type of residence,Region,Value
2018,,16_reg_Zakarpattya,14.8
2018,,17_reg_Zaporizhzhya,19.1
2018,,18_reg_Ivano-Frankivsk,7.9
2018,,19_reg_Kyiv,16.3
2018,,20_reg_Kirovohrad,19.8
2018,,21_reg_Luhansk,
2018,,22_reg_Lviv,11.9
2018,,23_reg_Mykolayiv,21.9
2018,,24_reg_Odesa,14.2
2018,,25_reg_Poltava,20.1
2018,,26_reg_Rivne,10.3
2018,,27_reg_Sumy,25.7
2018,,28_reg_Ternopil,11.5
2018,,29_reg_Kharkiv,17.5
2018,,30_reg_Kherson,19.3
2018,,31_reg_Khmelnytskiy,14.7
2018,,32_reg_Cherkasy,24.0
2018,,33_reg_Chernivtsi,16.8
2018,,34_reg_Chernihiv,20.0
2018,,Kyiv_city,18.6
2018,,city_Sevastopol,
2019,,,17.9
2019,urban,,23.0
2019,rural,,8.4
2019,,autonomous_Republic_of_Crimea,
2019,,11_reg_Vinnytsya,22.9
2019,,12_reg_Volyn,14.2
2019,,13_reg_Dnipropetrovsk,21.3
2019,,14_reg_Donetsk,
2019,,15_reg_Zhytomyr,18.8
2019,,16_reg_Zakarpattya,15.7
2019,,17_reg_Zaporizhzhya,20.4
2019,,18_reg_Ivano-Frankivsk,8.7
2019,,19_reg_Kyiv,16.7
2019,,20_reg_Kirovohrad,21.4
2019,,21_reg_Luhansk,
2019,,22_reg_Lviv,12.1
2019,,23_reg_Mykolayiv,22.9
2019,,24_reg_Odesa,13.4
2019,,25_reg_Poltava,21.9
2019,,26_reg_Rivne,11.6
2019,,27_reg_Sumy,26.9
2019,,28_reg_Ternopil,12.3
2019,,29_reg_Kharkiv,25.5
2019,,30_reg_Kherson,19.9
2019,,31_reg_Khmelnytskiy,16.5
2019,,32_reg_Cherkasy,24.8
2019,,33_reg_Chernivtsi,16.2
2019,,34_reg_Chernihiv,21.4
2019,,Kyiv_city,20.1
2019,,city_Sevastopol,
2020,,,16.3
2020,urban,,21.1
2020,rural,,7.6
2020,,autonomous_Republic_of_Crimea,
2020,,11_reg_Vinnytsya,21.4
2020,,12_reg_Volyn,12.3
2020,,13_reg_Dnipropetrovsk,20.6
2020,,14_reg_Donetsk,
2020,,15_reg_Zhytomyr,18.5
2020,,16_reg_Zakarpattya,13.5
2020,,17_reg_Zaporizhzhya,19.2
2020,,18_reg_Ivano-Frankivsk,8.0
2020,,19_reg_Kyiv,14.6
2020,,20_reg_Kirovohrad,19.8
2020,,21_reg_Luhansk,
2020,,22_reg_Lviv,11.4
2020,,23_reg_Mykolayiv,24.9
2020,,24_reg_Odesa,13.1
2020,,25_reg_Poltava,19.8
2020,,26_reg_Rivne,10.0
2020,,27_reg_Sumy,24.6
2020,,28_reg_Ternopil,12.1
2020,,29_reg_Kharkiv,18.4
2020,,30_reg_Kherson,19.3
2020,,31_reg_Khmelnytskiy,15.2
2020,,32_reg_Cherkasy,23.9
2020,,33_reg_Chernivtsi,13.7
2020,,34_reg_Chernihiv,21.3
2020,,Kyiv_city,16.0
2020,,city_Sevastopol,
2021,,,18.1
2021,urban,,23.4
2021,rural,,8.7
2021,,autonomous_Republic_of_Crimea,
2021,,11_reg_Vinnytsya,24.7
2021,,12_reg_Volyn,13.7
2021,,13_reg_Dnipropetrovsk,22.2
2021,,14_reg_Donetsk,
2021,,15_reg_Zhytomyr,20.2
2021,,16_reg_Zakarpattya,14.8
2021,,17_reg_Zaporizhzhya,21.2
2021,,18_reg_Ivano-Frankivsk,8.7
2021,,19_reg_Kyiv,15.5
2021,,20_reg_Kirovohrad,22.9
2021,,21_reg_Luhansk,
2021,,22_reg_Lviv,13.1
2021,,23_reg_Mykolayiv,26.6
2021,,24_reg_Odesa,14.5
2021,,25_reg_Poltava,22.0
2021,,26_reg_Rivne,12.0
2021,,27_reg_Sumy,26.2
2021,,28_reg_Ternopil,12.8
2021,,29_reg_Kharkiv,20.5
2021,,30_reg_Kherson,20.6
2021,,31_reg_Khmelnytskiy,18.2
2021,,32_reg_Cherkasy,25.5
2021,,33_reg_Chernivtsi,15.9
2021,,34_reg_Chernihiv,22.2
2021,,Kyiv_city,18.1
2021,,city_Sevastopol,
2022,,,12.3
2022,urban,,15.6
2022,rural,,6.5
2022,,autonomous_Republic_of_Crimea,
2022,,11_reg_Vinnytsya,18.4
2022,,12_reg_Volyn,10.7
2022,,13_reg_Dnipropetrovsk,17.8
2022,,14_reg_Donetsk,
2022,,15_reg_Zhytomyr,16.0
2022,,16_reg_Zakarpattya,13.2
2022,,17_reg_Zaporizhzhya,10.9
2022,,18_reg_Ivano-Frankivsk,8.0
2022,,19_reg_Kyiv,10.7
2022,,20_reg_Kirovohrad,17.0
2022,,21_reg_Luhansk,
2022,,22_reg_Lviv,11.7
2022,,23_reg_Mykolayiv,12.1
2022,,24_reg_Odesa,8.4
2022,,25_reg_Poltava,16.7
2022,,26_reg_Rivne,8.3
2022,,27_reg_Sumy,23.5
2022,,28_reg_Ternopil,6.5
2022,,29_reg_Kharkiv,13.1
2022,,30_reg_Kherson,4.8
2022,,31_reg_Khmelnytskiy,16.7
2022,,32_reg_Cherkasy,19.9
2022,,33_reg_Chernivtsi,13.2
2022,,34_reg_Chernihiv,10.1
2022,,Kyiv_city,13.1
2022,,city_Sevastopol,
2023,,,
2023,urban,,
2023,rural,,
2023,,autonomous_Republic_of_Crimea,
2023,,11_reg_Vinnytsya,
2023,,12_reg_Volyn,
2023,,13_reg_Dnipropetrovsk,
2023,,14_reg_Donetsk,
2023,,15_reg_Zhytomyr,
2023,,16_reg_Zakarpattya,
2023,,17_reg_Zaporizhzhya,
2023,,18_reg_Ivano-Frankivsk,
2023,,19_reg_Kyiv,
2023,,20_reg_Kirovohrad,
2023,,21_reg_Luhansk,
2023,,22_reg_Lviv,
2023,,23_reg_Mykolayiv,
2023,,24_reg_Odesa,
2023,,25_reg_Poltava,
2023,,26_reg_Rivne,
2023,,27_reg_Sumy,
2023,,28_reg_Ternopil,
2023,,29_reg_Kharkiv,
2023,,30_reg_Kherson,
2023,,31_reg_Khmelnytskiy,
2023,,32_reg_Cherkasy,
2023,,33_reg_Chernivtsi,
2023,,34_reg_Chernihiv,
2023,,Kyiv_city,
2023,,city_Sevastopol,
2024,,,
2024,urban,,
2024,rural,,
2024,,autonomous_Republic_of_Crimea,
2024,,11_reg_Vinnytsya,
2024,,12_reg_Volyn,
2024,,13_reg_Dnipropetrovsk,
2024,,14_reg_Donetsk,
2024,,15_reg_Zhytomyr,
2024,,16_reg_Zakarpattya,
2024,,17_reg_Zaporizhzhya,
2024,,18_reg_Ivano-Frankivsk,
2024,,19_reg_Kyiv,
2024,,20_reg_Kirovohrad,
2024,,21_reg_Luhansk,
2024,,22_reg_Lviv,
2024,,23_reg_Mykolayiv,
2024,,24_reg_Odesa,
2024,,25_reg_Poltava,
2024,,26_reg_Rivne,
2024,,27_reg_Sumy,
2024,,28_reg_Ternopil,
2024,,29_reg_Kharkiv,
2024,,30_reg_Kherson,
2024,,31_reg_Khmelnytskiy,
2024,,32_reg_Cherkasy,
2024,,33_reg_Chernivtsi,
2024,,34_reg_Chernihiv,
2024,,Kyiv_city,
2024,,city_Sevastopol,
