Year,Region,Value
2018,26_reg_Rivne,18.7
2018,27_reg_Sumy,18.7
2018,28_reg_Ternopil,34.4
2018,29_reg_Kharkiv,46.1
2018,30_reg_Kherson,36.3
2018,31_reg_Khmelnytskiy,35.8
2018,32_reg_Cherkasy,29.5
2018,33_reg_Chernivtsi,27.6
2018,34_reg_Chernihiv,34.0
2018,35_reg_Kyiv_city,44.5
2018,city_Sevastopol,
2019,Ukraine,38.3
2019,autonomous_Republic_of_Crimea,
2019,11_reg_Vinnytsya,29.8
2019,12_reg_Volyn,57.6
2019,13_reg_Dnipropetrovsk,37.4
2019,14_reg_Donetsk,61.6
2019,15_reg_Zhytomyr,31.5
2019,16_reg_Zakarpattya,12.2
2019,17_reg_Zaporizhzhya,34.1
2019,18_reg_Ivano-Frankivsk,24.1
2019,19_reg_Kyiv,14.2
2019,20_reg_Kirovohrad,46.6
2019,21_reg_Luhansk,61.1
2019,22_reg_Lviv,46.0
2019,23_reg_Mykolayiv,27.3
2019,24_reg_Odesa,37.6
2019,25_reg_Poltava,29.2
2019,26_reg_Rivne,22.9
2019,27_reg_Sumy,24.3
2019,28_reg_Ternopil,35.0
2019,29_reg_Kharkiv,48.2
2019,30_reg_Kherson,36.8
2019,31_reg_Khmelnytskiy,35.3
2019,32_reg_Cherkasy,28.1
2019,33_reg_Chernivtsi,27.4
2019,34_reg_Chernihiv,37.3
2019,35_reg_Kyiv_city,45.8
2019,city_Sevastopol,
2020,Ukraine,38.2
2020,autonomous_Republic_of_Crimea,
2020,11_reg_Vinnytsya,29.5
2020,12_reg_Volyn,56.3
2020,13_reg_Dnipropetrovsk,37.3
2020,14_reg_Donetsk,63.0
2020,15_reg_Zhytomyr,31.7
2020,16_reg_Zakarpattya,12.6
2020,17_reg_Zaporizhzhya,35.6
2020,18_reg_Ivano-Frankivsk,23.6
2020,19_reg_Kyiv,14.2
2020,20_reg_Kirovohrad,42.1
2020,21_reg_Luhansk,56.6
2020,22_reg_Lviv,45.5
2020,23_reg_Mykolayiv,29.7
2020,24_reg_Odesa,37.4
2020,25_reg_Poltava,19.5
2020,26_reg_Rivne,23.6
2020,27_reg_Sumy,26.7
2020,28_reg_Ternopil,35.4
2020,29_reg_Kharkiv,49.4
2020,30_reg_Kherson,36.3
2020,31_reg_Khmelnytskiy,33.2
2020,32_reg_Cherkasy,33.2
2020,33_reg_Chernivtsi,27.3
2020,34_reg_Chernihiv,37.3
2020,35_reg_Kyiv_city,46.5
2020,city_Sevastopol,
2021,Ukraine,33.0
2021,autonomous_Republic_of_Crimea,
2021,11_reg_Vinnytsya,30.1
2021,12_reg_Volyn,54.9
2021,13_reg_Dnipropetrovsk,37.5
2021,14_reg_Donetsk,
2021,15_reg_Zhytomyr,31.6
2021,16_reg_Zakarpattya,13.0
2021,17_reg_Zaporizhzhya,
2021,18_reg_Ivano-Frankivsk,24.5
2021,19_reg_Kyiv,14.1
2021,20_reg_Kirovohrad,52.5
2021,21_reg_Luhansk,
2021,22_reg_Lviv,42.6
2021,23_reg_Mykolayiv,29.6
2021,24_reg_Odesa,30.0
2021,25_reg_Poltava,29.0
2021,26_reg_Rivne,23.6
2021,27_reg_Sumy,28.6
2021,28_reg_Ternopil,48.1
2021,29_reg_Kharkiv,
2021,30_reg_Kherson,
2021,31_reg_Khmelnytskiy,30.6
2021,32_reg_Cherkasy,33.2
2021,33_reg_Chernivtsi,26.7
2021,34_reg_Chernihiv,42.3
2021,35_reg_Kyiv_city,47.3
2021,city_Sevastopol,
2022,Ukraine,34.8
2022,autonomous_Republic_of_Crimea,
2022,11_reg_Vinnytsya,25.5
2022,12_reg_Volyn,51.6
2022,13_reg_Dnipropetrovsk,36.9
2022,14_reg_Donetsk,56.8
2022,15_reg_Zhytomyr,31.5
2022,16_reg_Zakarpattya,13.2
2022,17_reg_Zaporizhzhya,50.9
2022,18_reg_Ivano-Frankivsk,30.7
2022,19_reg_Kyiv,13.9
2022,20_reg_Kirovohrad,50.7
2022,21_reg_Luhansk,
2022,22_reg_Lviv,40.7
2022,23_reg_Mykolayiv,32.8
2022,24_reg_Odesa,30.0
2022,25_reg_Poltava,42.0
2022,26_reg_Rivne,19.6
2022,27_reg_Sumy,27.6
2022,28_reg_Ternopil,48.0
2022,29_reg_Kharkiv,52.8
2022,30_reg_Kherson,29.5
2022,31_reg_Khmelnytskiy,30.1
2022,32_reg_Cherkasy,37.8
2022,33_reg_Chernivtsi,24.5
2022,34_reg_Chernihiv,42.9
2022,35_reg_Kyiv_city,48.1
2022,city_Sevastopol,
2023,Ukraine,36.5
2023,autonomous_Republic_of_Crimea,
2023,11_reg_Vinnytsya,25.5
2023,12_reg_Volyn,58.3
2023,13_reg_Dnipropetrovsk,37.0
2023,14_reg_Donetsk,58.5
2023,15_reg_Zhytomyr,31.8
2023,16_reg_Zakarpattya,12.8
2023,17_reg_Zaporizhzhya,52.1
2023,18_reg_Ivano-Frankivsk,34.5
2023,19_reg_Kyiv,27.5
2023,20_reg_Kirovohrad,49.5
2023,21_reg_Luhansk,
2023,22_reg_Lviv,39.6
2023,23_reg_Mykolayiv,31.6
2023,24_reg_Odesa,25.7
2023,25_reg_Poltava,41.5
2023,26_reg_Rivne,20.4
2023,27_reg_Sumy,26.9
2023,28_reg_Ternopil,47.9
2023,29_reg_Kharkiv,51.4
2023,30_reg_Kherson,39.5
2023,31_reg_Khmelnytskiy,30.5
2023,32_reg_Cherkasy,36.5
2023,33_reg_Chernivtsi,21.7
2023,34_reg_Chernihiv,41.5
2023,35_reg_Kyiv_city,49.7
2023,city_Sevastopol,
