Year,EducationInternetType,Region,Value
2016,preschool_wireless_gt30,11_reg_Vinnytsya,
2016,preschool_wired_or_wireless_gt30,11_reg_Vinnytsya,
2016,secondary_internet_any_speed,11_reg_Vinnytsya,85.48
2016,secondary_wired_gt30,11_reg_Vinnytsya,
2016,secondary_wireless_gt30,11_reg_Vinnytsya,
2016,secondary_wired_or_wireless_gt30,11_reg_Vinnytsya,
2016,preschool_wired_gt30,12_reg_Volyn,
2016,preschool_wireless_gt30,12_reg_Volyn,
2016,preschool_wired_or_wireless_gt30,12_reg_Volyn,
2016,secondary_internet_any_speed,12_reg_Volyn,78.56
2016,secondary_wired_gt30,12_reg_Volyn,
2016,secondary_wireless_gt30,12_reg_Volyn,
2016,secondary_wired_or_wireless_gt30,12_reg_Volyn,
2016,preschool_wired_gt30,13_reg_Dnipropetrovsk,
2016,preschool_wireless_gt30,13_reg_Dnipropetrovsk,
2016,preschool_wired_or_wireless_gt30,13_reg_Dnipropetrovsk,
2016,secondary_internet_any_speed,13_reg_Dnipropetrovsk,94.28
2016,secondary_wired_gt30,13_reg_Dnipropetrovsk,
2016,secondary_wireless_gt30,13_reg_Dnipropetrovsk,
2016,secondary_wired_or_wireless_gt30,13_reg_Dnipropetrovsk,
2016,preschool_wired_gt30,14_reg_Donetsk,
2016,preschool_wireless_gt30,14_reg_Donetsk,
2016,preschool_wired_or_wireless_gt30,14_reg_Donetsk,
2016,secondary_internet_any_speed,14_reg_Donetsk,93.33
2016,secondary_wired_gt30,14_reg_Donetsk,
2016,secondary_wireless_gt30,14_reg_Donetsk,
2016,secondary_wired_or_wireless_gt30,14_reg_Donetsk,
2016,preschool_wired_gt30,15_reg_Zhytomyr,
2016,preschool_wireless_gt30,15_reg_Zhytomyr,
2016,preschool_wired_or_wireless_gt30,15_reg_Zhytomyr,
2016,secondary_internet_any_speed,15_reg_Zhytomyr,90.25
2016,secondary_wired_gt30,15_reg_Zhytomyr,
2016,secondary_wireless_gt30,15_reg_Zhytomyr,
2016,secondary_wired_or_wireless_gt30,15_reg_Zhytomyr,
2016,preschool_wired_gt30,16_reg_Zakarpattya,
2016,preschool_wireless_gt30,16_reg_Zakarpattya,
2016,preschool_wired_or_wireless_gt30,16_reg_Zakarpattya,
2016,secondary_internet_any_speed,16_reg_Zakarpattya,78.81
2016,secondary_wired_gt30,16_reg_Zakarpattya,
2016,secondary_wireless_gt30,16_reg_Zakarpattya,
2016,secondary_wired_or_wireless_gt30,16_reg_Zakarpattya,
2016,preschool_wired_gt30,17_reg_Zaporizhzhya,
2016,preschool_wireless_gt30,17_reg_Zaporizhzhya,
2016,preschool_wired_or_wireless_gt30,17_reg_Zaporizhzhya,
2016,secondary_internet_any_speed,17_reg_Zaporizhzhya,99.29
2016,secondary_wired_gt30,17_reg_Zaporizhzhya,
2016,secondary_wireless_gt30,17_reg_Zaporizhzhya,
2016,secondary_wired_or_wireless_gt30,17_reg_Zaporizhzhya,
2016,preschool_wired_gt30,18_reg_Ivano-Frankivsk,
2016,preschool_wireless_gt30,18_reg_Ivano-Frankivsk,
2016,preschool_wired_or_wireless_gt30,18_reg_Ivano-Frankivsk,
2016,secondary_internet_any_speed,18_reg_Ivano-Frankivsk,85.11
2016,secondary_wired_gt30,18_reg_Ivano-Frankivsk,
2016,secondary_wireless_gt30,18_reg_Ivano-Frankivsk,
2016,secondary_wired_or_wireless_gt30,18_reg_Ivano-Frankivsk,
2016,preschool_wired_gt30,19_reg_Kyiv,
2016,preschool_wireless_gt30,19_reg_Kyiv,
2016,preschool_wired_or_wireless_gt30,19_reg_Kyiv,
2016,secondary_internet_any_speed,19_reg_Kyiv,99.86
2016,secondary_wired_gt30,19_reg_Kyiv,
2016,secondary_wireless_gt30,19_reg_Kyiv,
2016,secondary_wired_or_wireless_gt30,19_reg_Kyiv,
2016,preschool_wired_gt30,20_reg_Kirovohrad,
2016,preschool_wireless_gt30,20_reg_Kirovohrad,
2016,preschool_wired_or_wireless_gt30,20_reg_Kirovohrad,
2016,secondary_internet_any_speed,20_reg_Kirovohrad,98.65
2016,secondary_wired_gt30,20_reg_Kirovohrad,
2016,secondary_wireless_gt30,20_reg_Kirovohrad,
2016,secondary_wired_or_wireless_gt30,20_reg_Kirovohrad,
2016,preschool_wired_gt30,21_reg_Luhansk,
2016,preschool_wireless_gt30,21_reg_Luhansk,
2016,preschool_wired_or_wireless_gt30,21_reg_Luhansk,
2016,secondary_internet_any_speed,21_reg_Luhansk,94.24
2016,secondary_wired_gt30,21_reg_Luhansk,
2016,secondary_wireless_gt30,21_reg_Luhansk,
2016,secondary_wired_or_wireless_gt30,21_reg_Luhansk,
2016,preschool_wired_gt30,22_reg_Lviv,
2016,preschool_wireless_gt30,22_reg_Lviv,
2016,preschool_wired_or_wireless_gt30,22_reg_Lviv,
2016,secondary_internet_any_speed,22_reg_Lviv,70.35
2016,secondary_wired_gt30,22_reg_Lviv,
2016,secondary_wireless_gt30,22_reg_Lviv,
2016,secondary_wired_or_wireless_gt30,22_reg_Lviv,
2016,preschool_wired_gt30,23_reg_Mykolayiv,
2016,preschool_wireless_gt30,23_reg_Mykolayiv,
2016,preschool_wired_or_wireless_gt30,23_reg_Mykolayiv,
2016,secondary_internet_any_speed,23_reg_Mykolayiv,95.40
2016,secondary_wired_gt30,23_reg_Mykolayiv,
2016,secondary_wireless_gt30,23_reg_Mykolayiv,
2016,secondary_wired_or_wireless_gt30,23_reg_Mykolayiv,
2016,preschool_wired_gt30,24_reg_Odesa,
2016,preschool_wireless_gt30,24_reg_Odesa,
2016,preschool_wired_or_wireless_gt30,24_reg_Odesa,
2016,secondary_internet_any_speed,24_reg_Odesa,84.98
2016,secondary_wired_gt30,24_reg_Odesa,
2016,secondary_wireless_gt30,24_reg_Odesa,
2016,secondary_wired_or_wireless_gt30,24_reg_Odesa,
2016,preschool_wired_gt30,25_reg_Poltava,
2016,preschool_wireless_gt30,25_reg_Poltava,
2016,preschool_wired_or_wireless_gt30,25_reg_Poltava,
2016,secondary_internet_any_speed,25_reg_Poltava,91.13
2016,secondary_wired_gt30,25_reg_Poltava,
2016,secondary_wireless_gt30,25_reg_Poltava,
2016,secondary_wired_or_wireless_gt30,25_reg_Poltava,
2016,preschool_wired_gt30,26_reg_Rivne,
2016,preschool_wireless_gt30,26_reg_Rivne,
2016,preschool_wired_or_wireless_gt30,26_reg_Rivne,
2016,secondary_internet_any_speed,26_reg_Rivne,93.92
2016,secondary_wired_gt30,26_reg_Rivne,
2016,secondary_wireless_gt30,26_reg_Rivne,
2016,secondary_wired_or_wireless_gt30,26_reg_Rivne,
2016,preschool_wired_gt30,27_reg_Sumy,
2016,preschool_wireless_gt30,27_reg_Sumy,
2016,preschool_wired_or_wireless_gt30,27_reg_Sumy,
2016,secondary_internet_any_speed,27_reg_Sumy,92.90
2016,secondary_wired_gt30,27_reg_Sumy,
2016,secondary_wireless_gt30,27_reg_Sumy,
2016,secondary_wired_or_wireless_gt30,27_reg_Sumy,
2016,preschool_wired_gt30,28_reg_Ternopil,
2016,preschool_wireless_gt30,28_reg_Ternopil,
2016,preschool_wired_or_wireless_gt30,28_reg_Ternopil,
2016,secondary_internet_any_speed,28_reg_Ternopil,77.56
2016,secondary_wired_gt30,28_reg_Ternopil,
2016,secondary_wireless_gt30,28_reg_Ternopil,
2016,secondary_wired_or_wireless_gt30,28_reg_Ternopil,
2016,preschool_wired_gt30,29_reg_Kharkiv,
2016,preschool_wireless_gt30,29_reg_Kharkiv,
2016,preschool_wired_or_wireless_gt30,29_reg_Kharkiv,
2016,secondary_internet_any_speed,29_reg_Kharkiv,100.00
2016,secondary_wired_gt30,29_reg_Kharkiv,
2016,secondary_wireless_gt30,29_reg_Kharkiv,
2016,secondary_wired_or_wireless_gt30,29_reg_Kharkiv,
2016,preschool_wired_gt30,30_reg_Kherson,
2016,preschool_wireless_gt30,30_reg_Kherson,
2016,preschool_wired_or_wireless_gt30,30_reg_Kherson,
2016,secondary_internet_any_speed,30_reg_Kherson,100.00
2016,secondary_wired_gt30,30_reg_Kherson,
2016,secondary_wireless_gt30,30_reg_Kherson,
2016,secondary_wired_or_wireless_gt30,30_reg_Kherson,
2016,preschool_wired_gt30,31_reg_Khmelnytskiy,
2016,preschool_wireless_gt30,31_reg_Khmelnytskiy,
2016,preschool_wired_or_wireless_gt30,31_reg_Khmelnytskiy,
2016,secondary_internet_any_speed,31_reg_Khmelnytskiy,93.11
2016,secondary_wired_gt30,31_reg_Khmelnytskiy,
2016,secondary_wireless_gt30,31_reg_Khmelnytskiy,
2016,secondary_wired_or_wireless_gt30,31_reg_Khmelnytskiy,
2016,preschool_wired_gt30,32_reg_Cherkasy,
2016,preschool_wireless_gt30,32_reg_Cherkasy,
2016,preschool_wired_or_wireless_gt30,32_reg_Cherkasy,
2016,secondary_internet_any_speed,32_reg_Cherkasy,96.55
2016,secondary_wired_gt30,32_reg_Cherkasy,
2016,secondary_wireless_gt30,32_reg_Cherkasy,
2016,secondary_wired_or_wireless_gt30,32_reg_Cherkasy,
2016,preschool_wired_gt30,33_reg_Chernivtsi,
2016,preschool_wireless_gt30,33_reg_Chernivtsi,
2016,preschool_wired_or_wireless_gt30,33_reg_Chernivtsi,
2016,secondary_internet_any_speed,33_reg_Chernivtsi,99.05
2016,secondary_wired_gt30,33_reg_Chernivtsi,
2016,secondary_wireless_gt30,33_reg_Chernivtsi,
2016,secondary_wired_or_wireless_gt30,33_reg_Chernivtsi,
2016,preschool_wired_gt30,34_reg_Chernihiv,
2016,preschool_wireless_gt30,34_reg_Chernihiv,
2016,preschool_wired_or_wireless_gt30,34_reg_Chernihiv,
2016,secondary_internet_any_speed,34_reg_Chernihiv,94.88
2016,secondary_wired_gt30,34_reg_Chernihiv,
2016,secondary_wireless_gt30,34_reg_Chernihiv,
2016,secondary_wired_or_wireless_gt30,34_reg_Chernihiv,
2016,preschool_wired_gt30,35_reg_Kyiv_city,
2016,preschool_wireless_gt30,35_reg_Kyiv_city,
2016,preschool_wired_or_wireless_gt30,35_reg_Kyiv_city,
2016,secondary_internet_any_speed,35_reg_Kyiv_city,96.54
2016,secondary_wired_gt30,35_reg_Kyiv_city,
2016,secondary_wireless_gt30,35_reg_Kyiv_city,
2016,secondary_wired_or_wireless_gt30,35_reg_Kyiv_city,
2016,,city_Sevastopol,
2017,preschool_wired_gt30,Ukraine,
2017,preschool_wireless_gt30,Ukraine,
2017,preschool_wired_or_wireless_gt30,Ukraine,
2017,secondary_internet_any_speed,Ukraine,92.02
2017,secondary_wired_gt30,Ukraine,
2017,secondary_wireless_gt30,Ukraine,
2017,secondary_wired_or_wireless_gt30,Ukraine,
2017,,autonomous_Republic_of_Crimea,
2017,preschool_wired_gt30,11_reg_Vinnytsya,
2017,preschool_wireless_gt30,11_reg_Vinnytsya,
2017,preschool_wired_or_wireless_gt30,11_reg_Vinnytsya,
2017,secondary_internet_any_speed,11_reg_Vinnytsya,86.46
2017,secondary_wired_gt30,11_reg_Vinnytsya,
2017,secondary_wireless_gt30,11_reg_Vinnytsya,
2017,secondary_wired_or_wireless_gt30,11_reg_Vinnytsya,
2017,preschool_wired_gt30,12_reg_Volyn,
2017,preschool_wireless_gt30,12_reg_Volyn,
2017,preschool_wired_or_wireless_gt30,12_reg_Volyn,
2017,secondary_internet_any_speed,12_reg_Volyn,81.65
2017,secondary_wired_gt30,12_reg_Volyn,
2017,secondary_wireless_gt30,12_reg_Volyn,
2017,secondary_wired_or_wireless_gt30,12_reg_Volyn,
2017,preschool_wired_gt30,13_reg_Dnipropetrovsk,
2017,preschool_wireless_gt30,13_reg_Dnipropetrovsk,
2017,preschool_wired_or_wireless_gt30,13_reg_Dnipropetrovsk,
2017,secondary_internet_any_speed,13_reg_Dnipropetrovsk,95.87
2017,secondary_wired_gt30,13_reg_Dnipropetrovsk,
2017,secondary_wireless_gt30,13_reg_Dnipropetrovsk,
2017,secondary_wired_or_wireless_gt30,13_reg_Dnipropetrovsk,
2017,preschool_wired_gt30,14_reg_Donetsk,
2017,preschool_wireless_gt30,14_reg_Donetsk,
2017,preschool_wired_or_wireless_gt30,14_reg_Donetsk,
2017,secondary_internet_any_speed,14_reg_Donetsk,96.98
2017,secondary_wired_gt30,14_reg_Donetsk,
2017,secondary_wireless_gt30,14_reg_Donetsk,
2017,secondary_wired_or_wireless_gt30,14_reg_Donetsk,
2017,preschool_wired_gt30,15_reg_Zhytomyr,
2017,preschool_wireless_gt30,15_reg_Zhytomyr,
2017,preschool_wired_or_wireless_gt30,15_reg_Zhytomyr,
2017,secondary_internet_any_speed,15_reg_Zhytomyr,73.59
2017,secondary_wired_gt30,15_reg_Zhytomyr,
2017,secondary_wireless_gt30,15_reg_Zhytomyr,
2017,secondary_wired_or_wireless_gt30,15_reg_Zhytomyr,
2017,preschool_wired_gt30,16_reg_Zakarpattya,
2017,preschool_wireless_gt30,16_reg_Zakarpattya,
2017,preschool_wired_or_wireless_gt30,16_reg_Zakarpattya,
2017,secondary_internet_any_speed,16_reg_Zakarpattya,81.74
2017,secondary_wired_gt30,16_reg_Zakarpattya,
2017,secondary_wireless_gt30,16_reg_Zakarpattya,
2017,secondary_wired_or_wireless_gt30,16_reg_Zakarpattya,
2017,preschool_wired_gt30,17_reg_Zaporizhzhya,
2017,preschool_wireless_gt30,17_reg_Zaporizhzhya,
2017,preschool_wired_or_wireless_gt30,17_reg_Zaporizhzhya,
2017,secondary_internet_any_speed,17_reg_Zaporizhzhya,98.90
2017,secondary_wired_gt30,17_reg_Zaporizhzhya,
2017,secondary_wireless_gt30,17_reg_Zaporizhzhya,
2017,secondary_wired_or_wireless_gt30,17_reg_Zaporizhzhya,
2017,preschool_wired_gt30,18_reg_Ivano-Frankivsk,
2017,preschool_wireless_gt30,18_reg_Ivano-Frankivsk,
2017,preschool_wired_or_wireless_gt30,18_reg_Ivano-Frankivsk,
2017,secondary_internet_any_speed,18_reg_Ivano-Frankivsk,89.24
2017,secondary_wired_gt30,18_reg_Ivano-Frankivsk,
2017,secondary_wireless_gt30,18_reg_Ivano-Frankivsk,
2017,secondary_wired_or_wireless_gt30,18_reg_Ivano-Frankivsk,
2017,preschool_wired_gt30,19_reg_Kyiv,
2017,preschool_wireless_gt30,19_reg_Kyiv,
2017,preschool_wired_or_wireless_gt30,19_reg_Kyiv,
2017,secondary_internet_any_speed,19_reg_Kyiv,99.57
2017,secondary_wired_gt30,19_reg_Kyiv,
2017,secondary_wireless_gt30,19_reg_Kyiv,
2017,secondary_wired_or_wireless_gt30,19_reg_Kyiv,
2017,preschool_wired_gt30,20_reg_Kirovohrad,
2017,preschool_wireless_gt30,20_reg_Kirovohrad,
2017,preschool_wired_or_wireless_gt30,20_reg_Kirovohrad,
2017,secondary_internet_any_speed,20_reg_Kirovohrad,100.00
2017,secondary_wired_gt30,20_reg_Kirovohrad,
2017,secondary_wireless_gt30,20_reg_Kirovohrad,
2017,secondary_wired_or_wireless_gt30,20_reg_Kirovohrad,
2017,preschool_wired_gt30,21_reg_Luhansk,
2017,preschool_wireless_gt30,21_reg_Luhansk,
2017,preschool_wired_or_wireless_gt30,21_reg_Luhansk,
2017,secondary_internet_any_speed,21_reg_Luhansk,96.53
2017,secondary_wired_gt30,21_reg_Luhansk,
2017,secondary_wireless_gt30,21_reg_Luhansk,
2017,secondary_wired_or_wireless_gt30,21_reg_Luhansk,
2017,preschool_wired_gt30,22_reg_Lviv,
2017,preschool_wireless_gt30,22_reg_Lviv,
2017,preschool_wired_or_wireless_gt30,22_reg_Lviv,
2017,secondary_internet_any_speed,22_reg_Lviv,87.09
2017,secondary_wired_gt30,22_reg_Lviv,
2017,secondary_wireless_gt30,22_reg_Lviv,
2017,secondary_wired_or_wireless_gt30,22_reg_Lviv,
2017,preschool_wired_gt30,23_reg_Mykolayiv,
2017,preschool_wireless_gt30,23_reg_Mykolayiv,
2017,preschool_wired_or_wireless_gt30,23_reg_Mykolayiv,
2017,secondary_internet_any_speed,23_reg_Mykolayiv,96.84
2017,secondary_wired_gt30,23_reg_Mykolayiv,
2017,secondary_wireless_gt30,23_reg_Mykolayiv,
2017,secondary_wired_or_wireless_gt30,23_reg_Mykolayiv,
2017,preschool_wired_gt30,24_reg_Odesa,
2017,preschool_wireless_gt30,24_reg_Odesa,
2017,preschool_wired_or_wireless_gt30,24_reg_Odesa,
2017,secondary_internet_any_speed,24_reg_Odesa,88.92
2017,secondary_wired_gt30,24_reg_Odesa,
2017,secondary_wireless_gt30,24_reg_Odesa,
2017,secondary_wired_or_wireless_gt30,24_reg_Odesa,
