Year,Type of residence,Age,Sex,Region,Value
2017,,,,17_reg_Zaporizhzhya,22.3
2017,,,,18_reg_Ivano-Frankivsk,64.4
2017,,,,19_reg_Kyiv,11.1
2017,,,,20_reg_Kirovohrad,9.2
2017,,,,21_reg_Luhansk,25.8
2017,,,,22_reg_Lviv,3.6
2017,,,,23_reg_Mykolayiv,27.4
2017,,,,24_reg_Odesa,19.2
2017,,,,25_reg_Poltava,15.4
2017,,,,26_reg_Rivne,7.8
2017,,,,27_reg_Sumy,59.7
2017,,,,28_reg_Ternopil,14.7
2017,,,,29_reg_Kharkiv,34.2
2017,,,,30_reg_Kherson,59.4
2017,,,,31_reg_Khmelnytskiy,5.7
2017,,,,32_reg_Cherkasy,61.0
2017,,,,33_reg_Chernivtsi,12.9
2017,,,,34_reg_Chernihiv,67.8
2017,,,,Kyiv_city,8.4
2017,,,,city_Sevastopol,
2018,,,,,
2018,,,females_1,,
2018,,,males_1,,
2018,,age_18_new,,,
2018,,age_18_29,,,
2018,,age_30_59,,,
2018,,age_60,,,
2018,urban,,,,
2018,rural,,,,
2018,,,,autonomous_Republic_of_Crimea,
2018,,,,11_reg_Vinnytsya,
2018,,,,12_reg_Volyn,
2018,,,,13_reg_Dnipropetrovsk,
2018,,,,14_reg_Donetsk,
2018,,,,15_reg_Zhytomyr,
2018,,,,16_reg_Zakarpattya,
2018,,,,17_reg_Zaporizhzhya,
2018,,,,18_reg_Ivano-Frankivsk,
2018,,,,19_reg_Kyiv,
2018,,,,20_reg_Kirovohrad,
2018,,,,21_reg_Luhansk,
2018,,,,22_reg_Lviv,
2018,,,,23_reg_Mykolayiv,
2018,,,,24_reg_Odesa,
2018,,,,25_reg_Poltava,
2018,,,,26_reg_Rivne,
2018,,,,27_reg_Sumy,
2018,,,,28_reg_Ternopil,
2018,,,,29_reg_Kharkiv,
2018,,,,30_reg_Kherson,
2018,,,,31_reg_Khmelnytskiy,
2018,,,,32_reg_Cherkasy,
2018,,,,33_reg_Chernivtsi,
2018,,,,34_reg_Chernihiv,
2018,,,,Kyiv_city,
2018,,,,city_Sevastopol,
2019,,,,,18.8
2019,,,females_1,,19.6
2019,,,males_1,,18.0
2019,,age_18_new,,,18.4
2019,,age_18_29,,,15.7
2019,,age_30_59,,,16.6
2019,,age_60,,,25.0
2019,urban,,,,19.1
2019,rural,,,,18.3
2019,,,,autonomous_Republic_of_Crimea,
2019,,,,11_reg_Vinnytsya,28.8
2019,,,,12_reg_Volyn,3.5
2019,,,,13_reg_Dnipropetrovsk,27.8
2019,,,,14_reg_Donetsk,25.7
2019,,,,15_reg_Zhytomyr,20.7
2019,,,,16_reg_Zakarpattya,34.0
2019,,,,17_reg_Zaporizhzhya,20.6
2019,,,,18_reg_Ivano-Frankivsk,37.4
2019,,,,19_reg_Kyiv,24.3
2019,,,,20_reg_Kirovohrad,10.3
2019,,,,21_reg_Luhansk,17.1
2019,,,,22_reg_Lviv,4.6
2019,,,,23_reg_Mykolayiv,18.0
2019,,,,24_reg_Odesa,7.4
2019,,,,25_reg_Poltava,7.9
2019,,,,26_reg_Rivne,8.5
2019,,,,27_reg_Sumy,25.3
2019,,,,28_reg_Ternopil,11.6
2019,,,,29_reg_Kharkiv,21.7
2019,,,,30_reg_Kherson,52.6
2019,,,,31_reg_Khmelnytskiy,5.7
2019,,,,32_reg_Cherkasy,39.8
2019,,,,33_reg_Chernivtsi,2.4
2019,,,,34_reg_Chernihiv,25.1
2019,,,,Kyiv_city,3.5
2019,,,,city_Sevastopol,
2020,,,,,
2020,,,females_1,,
2020,,,males_1,,
2020,,age_18_new,,,
2020,,age_18_29,,,
2020,,age_30_59,,,
2020,,age_60,,,
2020,urban,,,,
2020,rural,,,,
2020,,,,autonomous_Republic_of_Crimea,
2020,,,,11_reg_Vinnytsya,
2020,,,,12_reg_Volyn,
2020,,,,13_reg_Dnipropetrovsk,
2020,,,,14_reg_Donetsk,
2020,,,,15_reg_Zhytomyr,
2020,,,,16_reg_Zakarpattya,
2020,,,,17_reg_Zaporizhzhya,
2020,,,,18_reg_Ivano-Frankivsk,
2020,,,,19_reg_Kyiv,
2020,,,,20_reg_Kirovohrad,
2020,,,,21_reg_Luhansk,
2020,,,,22_reg_Lviv,
2020,,,,23_reg_Mykolayiv,
2020,,,,24_reg_Odesa,
2020,,,,25_reg_Poltava,
2020,,,,26_reg_Rivne,
2020,,,,27_reg_Sumy,
2020,,,,28_reg_Ternopil,
2020,,,,29_reg_Kharkiv,
2020,,,,30_reg_Kherson,
2020,,,,31_reg_Khmelnytskiy,
2020,,,,32_reg_Cherkasy,
2020,,,,33_reg_Chernivtsi,
2020,,,,34_reg_Chernihiv,
2020,,,,Kyiv_city,
2020,,,,city_Sevastopol,
2021,,,,,15.4
2021,,,females_1,,16.3
2021,,,males_1,,14.3
2021,,age_18_new,,,14.1
2021,,age_18_29,,,15.5
2021,,age_30_59,,,13.7
2021,,age_60,,,19.5
2021,urban,,,,13.9
2021,rural,,,,18.3
2021,,,,autonomous_Republic_of_Crimea,
2021,,,,11_reg_Vinnytsya,27.8
2021,,,,12_reg_Volyn,2.2
2021,,,,13_reg_Dnipropetrovsk,13.5
2021,,,,14_reg_Donetsk,18.7
2021,,,,15_reg_Zhytomyr,5.1
2021,,,,16_reg_Zakarpattya,51.9
2021,,,,17_reg_Zaporizhzhya,20.0
2021,,,,18_reg_Ivano-Frankivsk,46.7
2021,,,,19_reg_Kyiv,14.3
2021,,,,20_reg_Kirovohrad,2.9
2021,,,,21_reg_Luhansk,11.0
2021,,,,22_reg_Lviv,2.8
2021,,,,23_reg_Mykolayiv,10.7
2021,,,,24_reg_Odesa,10.7
2021,,,,25_reg_Poltava,8.5
2021,,,,26_reg_Rivne,5.4
2021,,,,27_reg_Sumy,3.2
2021,,,,28_reg_Ternopil,16.0
2021,,,,29_reg_Kharkiv,13.0
2021,,,,30_reg_Kherson,43.7
2021,,,,31_reg_Khmelnytskiy,6.7
2021,,,,32_reg_Cherkasy,28.1
2021,,,,33_reg_Chernivtsi,4.1
2021,,,,34_reg_Chernihiv,27.5
2021,,,,Kyiv_city,8.3
2021,,,,city_Sevastopol,
2022,,,,,
2022,,,females_1,,
2022,,,males_1,,
2022,,age_18_new,,,
2022,,age_18_29,,,
2022,,age_30_59,,,
2022,,age_60,,,
2022,urban,,,,
2022,rural,,,,
2022,,,,autonomous_Republic_of_Crimea,
2022,,,,11_reg_Vinnytsya,
2022,,,,12_reg_Volyn,
2022,,,,13_reg_Dnipropetrovsk,
2022,,,,14_reg_Donetsk,
2022,,,,15_reg_Zhytomyr,
2022,,,,16_reg_Zakarpattya,
2022,,,,17_reg_Zaporizhzhya,
2022,,,,18_reg_Ivano-Frankivsk,
2022,,,,19_reg_Kyiv,
2022,,,,20_reg_Kirovohrad,
2022,,,,21_reg_Luhansk,
2022,,,,22_reg_Lviv,
2022,,,,23_reg_Mykolayiv,
2022,,,,24_reg_Odesa,
2022,,,,25_reg_Poltava,
2022,,,,26_reg_Rivne,
2022,,,,27_reg_Sumy,
2022,,,,28_reg_Ternopil,
2022,,,,29_reg_Kharkiv,
2022,,,,30_reg_Kherson,
2022,,,,31_reg_Khmelnytskiy,
2022,,,,32_reg_Cherkasy,
2022,,,,33_reg_Chernivtsi,
2022,,,,34_reg_Chernihiv,
2022,,,,Kyiv_city,
2022,,,,city_Sevastopol,
2023,,,,,
2023,,,females_1,,
2023,,,males_1,,
2023,,age_18_new,,,
2023,,age_18_29,,,
2023,,age_30_59,,,
2023,,age_60,,,
2023,urban,,,,
2023,rural,,,,
2023,,,,autonomous_Republic_of_Crimea,
2023,,,,11_reg_Vinnytsya,
2023,,,,12_reg_Volyn,
2023,,,,13_reg_Dnipropetrovsk,
2023,,,,14_reg_Donetsk,
2023,,,,15_reg_Zhytomyr,
2023,,,,16_reg_Zakarpattya,
2023,,,,17_reg_Zaporizhzhya,
2023,,,,18_reg_Ivano-Frankivsk,
2023,,,,19_reg_Kyiv,
2023,,,,20_reg_Kirovohrad,
2023,,,,21_reg_Luhansk,
2023,,,,22_reg_Lviv,
2023,,,,23_reg_Mykolayiv,
2023,,,,24_reg_Odesa,
2023,,,,25_reg_Poltava,
2023,,,,26_reg_Rivne,
2023,,,,27_reg_Sumy,
2023,,,,28_reg_Ternopil,
2023,,,,29_reg_Kharkiv,
2023,,,,30_reg_Kherson,
2023,,,,31_reg_Khmelnytskiy,
2023,,,,32_reg_Cherkasy,
2023,,,,33_reg_Chernivtsi,
2023,,,,34_reg_Chernihiv,
2023,,,,Kyiv_city,
2023,,,,city_Sevastopol,
2024,,,,,
2024,,,females_1,,
2024,,,males_1,,
2024,,age_18_new,,,
2024,,age_18_29,,,
2024,,age_30_59,,,
2024,,age_60,,,
2024,urban,,,,
2024,rural,,,,
2024,,,,autonomous_Republic_of_Crimea,
2024,,,,11_reg_Vinnytsya,
2024,,,,12_reg_Volyn,
2024,,,,13_reg_Dnipropetrovsk,
2024,,,,14_reg_Donetsk,
2024,,,,15_reg_Zhytomyr,
2024,,,,16_reg_Zakarpattya,
2024,,,,17_reg_Zaporizhzhya,
2024,,,,18_reg_Ivano-Frankivsk,
2024,,,,19_reg_Kyiv,
2024,,,,20_reg_Kirovohrad,
2024,,,,21_reg_Luhansk,
2024,,,,22_reg_Lviv,
2024,,,,23_reg_Mykolayiv,
2024,,,,24_reg_Odesa,
2024,,,,25_reg_Poltava,
2024,,,,26_reg_Rivne,
2024,,,,27_reg_Sumy,
2024,,,,28_reg_Ternopil,
2024,,,,29_reg_Kharkiv,
2024,,,,30_reg_Kherson,
2024,,,,31_reg_Khmelnytskiy,
2024,,,,32_reg_Cherkasy,
2024,,,,33_reg_Chernivtsi,
2024,,,,34_reg_Chernihiv,
2024,,,,Kyiv_city,
2024,,,,city_Sevastopol,
