Year,Region,group_10,Value
2019,24_reg_Odesa,,
2019,25_reg_Poltava,,
2019,26_reg_Rivne,,
2019,27_reg_Sumy,,
2019,28_reg_Ternopil,,
2019,29_reg_Kharkiv,,
2019,30_reg_Kherson,,
2019,31_reg_Khmelnytskiy,,
2019,32_reg_Cherkasy,,
2019,33_reg_Chernivtsi,,
2019,34_reg_Chernihiv,,
2019,35_reg_Kyiv_city,,
2019,city_Sevastopol,,
2020,,,3.07
2020,,zone_1_polis,2.43
2020,,zone_2_fores_st,3.20
2020,,zone_3_st,3.31
2020,Ukraine,,3.07
2020,autonomous_Republic_of_Crimea,,
2020,11_reg_Vinnytsya,,2.90
2020,12_reg_Volyn,,1.54
2020,13_reg_Dnipropetrovsk,,3.72
2020,14_reg_Donetsk,,
2020,15_reg_Zhytomyr,,2.08
2020,16_reg_Zakarpattya,,2.73
2020,17_reg_Zaporizhzhya,,3.63
2020,18_reg_Ivano-Frankivsk,,3.22
2020,19_reg_Kyiv,,3.10
2020,20_reg_Kirovohrad,,4.01
2020,21_reg_Luhansk,,
2020,22_reg_Lviv,,2.60
2020,23_reg_Mykolayiv,,3.28
2020,24_reg_Odesa,,3.59
2020,25_reg_Poltava,,3.29
2020,26_reg_Rivne,,2.48
2020,27_reg_Sumy,,3.48
2020,28_reg_Ternopil,,3.25
2020,29_reg_Kharkiv,,4.30
2020,30_reg_Kherson,,2.15
2020,31_reg_Khmelnytskiy,,2.76
2020,32_reg_Cherkasy,,2.98
2020,33_reg_Chernivtsi,,2.70
2020,34_reg_Chernihiv,,2.71
2020,35_reg_Kyiv_city,,
2020,city_Sevastopol,,
2021,,,
2021,,zone_1_polis,
2021,,zone_2_fores_st,
2021,,zone_3_st,
2021,Ukraine,,
2021,autonomous_Republic_of_Crimea,,
2021,11_reg_Vinnytsya,,
2021,12_reg_Volyn,,
2021,13_reg_Dnipropetrovsk,,
2021,14_reg_Donetsk,,
2021,15_reg_Zhytomyr,,
2021,16_reg_Zakarpattya,,
2021,17_reg_Zaporizhzhya,,
2021,18_reg_Ivano-Frankivsk,,
2021,19_reg_Kyiv,,
2021,20_reg_Kirovohrad,,
2021,21_reg_Luhansk,,
2021,22_reg_Lviv,,
2021,23_reg_Mykolayiv,,
2021,24_reg_Odesa,,
2021,25_reg_Poltava,,
2021,26_reg_Rivne,,
2021,27_reg_Sumy,,
2021,28_reg_Ternopil,,
2021,29_reg_Kharkiv,,
2021,30_reg_Kherson,,
2021,31_reg_Khmelnytskiy,,
2021,32_reg_Cherkasy,,
2021,33_reg_Chernivtsi,,
2021,34_reg_Chernihiv,,
2021,35_reg_Kyiv_city,,
2021,city_Sevastopol,,
2022,,,
2022,,zone_1_polis,
2022,,zone_2_fores_st,
2022,,zone_3_st,
2022,Ukraine,,
2022,autonomous_Republic_of_Crimea,,
2022,11_reg_Vinnytsya,,
2022,12_reg_Volyn,,
2022,13_reg_Dnipropetrovsk,,
2022,14_reg_Donetsk,,
2022,15_reg_Zhytomyr,,
2022,16_reg_Zakarpattya,,
2022,17_reg_Zaporizhzhya,,
2022,18_reg_Ivano-Frankivsk,,
2022,19_reg_Kyiv,,
2022,20_reg_Kirovohrad,,
2022,21_reg_Luhansk,,
2022,22_reg_Lviv,,
2022,23_reg_Mykolayiv,,
2022,24_reg_Odesa,,
2022,25_reg_Poltava,,
2022,26_reg_Rivne,,
2022,27_reg_Sumy,,
2022,28_reg_Ternopil,,
2022,29_reg_Kharkiv,,
2022,30_reg_Kherson,,
2022,31_reg_Khmelnytskiy,,
2022,32_reg_Cherkasy,,
2022,33_reg_Chernivtsi,,
2022,34_reg_Chernihiv,,
2022,35_reg_Kyiv_city,,
2022,city_Sevastopol,,
2023,,,
2023,,zone_1_polis,
2023,,zone_2_fores_st,
2023,,zone_3_st,
2023,Ukraine,,
2023,autonomous_Republic_of_Crimea,,
2023,11_reg_Vinnytsya,,
2023,12_reg_Volyn,,
2023,13_reg_Dnipropetrovsk,,
2023,14_reg_Donetsk,,
2023,15_reg_Zhytomyr,,
2023,16_reg_Zakarpattya,,
2023,17_reg_Zaporizhzhya,,
2023,18_reg_Ivano-Frankivsk,,
2023,19_reg_Kyiv,,
2023,20_reg_Kirovohrad,,
2023,21_reg_Luhansk,,
2023,22_reg_Lviv,,
2023,23_reg_Mykolayiv,,
2023,24_reg_Odesa,,
2023,25_reg_Poltava,,
2023,26_reg_Rivne,,
2023,27_reg_Sumy,,
2023,28_reg_Ternopil,,
2023,29_reg_Kharkiv,,
2023,30_reg_Kherson,,
2023,31_reg_Khmelnytskiy,,
2023,32_reg_Cherkasy,,
2023,33_reg_Chernivtsi,,
2023,34_reg_Chernihiv,,
2023,35_reg_Kyiv_city,,
2023,city_Sevastopol,,
2024,,,
2024,,zone_1_polis,
2024,,zone_2_fores_st,
2024,,zone_3_st,
2024,Ukraine,,
2024,autonomous_Republic_of_Crimea,,
2024,11_reg_Vinnytsya,,
2024,12_reg_Volyn,,
2024,13_reg_Dnipropetrovsk,,
2024,14_reg_Donetsk,,
2024,15_reg_Zhytomyr,,
2024,16_reg_Zakarpattya,,
2024,17_reg_Zaporizhzhya,,
2024,18_reg_Ivano-Frankivsk,,
2024,19_reg_Kyiv,,
2024,20_reg_Kirovohrad,,
2024,21_reg_Luhansk,,
2024,22_reg_Lviv,,
2024,23_reg_Mykolayiv,,
2024,24_reg_Odesa,,
2024,25_reg_Poltava,,
2024,26_reg_Rivne,,
2024,27_reg_Sumy,,
2024,28_reg_Ternopil,,
2024,29_reg_Kharkiv,,
2024,30_reg_Kherson,,
2024,31_reg_Khmelnytskiy,,
2024,32_reg_Cherkasy,,
2024,33_reg_Chernivtsi,,
2024,34_reg_Chernihiv,,
2024,35_reg_Kyiv_city,,
2024,city_Sevastopol,,
