Year,Region,Value
2017,35_reg_Kyiv_city,
2018,35_reg_Kyiv_city,
2019,35_reg_Kyiv_city,
2020,35_reg_Kyiv_city,
2021,35_reg_Kyiv_city,
2022,35_reg_Kyiv_city,
2023,35_reg_Kyiv_city,
2024,35_reg_Kyiv_city,
2015,city_Sevastopol,
2016,city_Sevastopol,
2017,city_Sevastopol,
2018,city_Sevastopol,
2019,city_Sevastopol,
2020,city_Sevastopol,
2021,city_Sevastopol,
2022,city_Sevastopol,
2023,city_Sevastopol,
2024,city_Sevastopol,
