Year,Тип закладу освіти,Область,Value
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернігівська,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Київ,
2017,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Севастополь,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернігівська,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Київ,
2018,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Севастополь,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернігівська,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Київ,
2019,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Севастополь,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернігівська,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Київ,
2020,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Севастополь,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернігівська,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Київ,
2021,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Севастополь,
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,30.87
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,30.34
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,29.07
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,33.3
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,37.06
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,39.94
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,42.26
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,17.2
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,30.9
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,41.58
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,28.41
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,35.52
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,17.25
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,13.41
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,37.4
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,26.5
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,12.5
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,19.96
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,27.2
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,18.54
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,33.72
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,31.69
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,7.69
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернігівська,19.15
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Київ,69.02
2022,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Севастополь,
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,36.09
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,39.73
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,32.43
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,40.39
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,35.71
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,41.13
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,45.24
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,17.24
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,35.96
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,45.66
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,37.41
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,41.45
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,18.79
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,26.68
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,42.47
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,30.25
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,19.28
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,23.79
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,30.61
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,18.18
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,38.1
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,41.88
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,7.42
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернігівська,24.8
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Київ,71.2
2023,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Севастополь,
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,39.87
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,40.55
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,34.52
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,37.8
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,42.24
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,44.06
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,51.38
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,20.1
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,37.36
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,50.95
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,40.14
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,14.29
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,44.1
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,22.35
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,31.9
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,46.07
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,34.73
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,28.63
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,24.48
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,31.69
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,11.93
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,38.98
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,49.43
2024,заклади дошкільної освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,10.74
