Year,Type of residence,Region,Value
2020,,13_reg_Dnipropetrovsk,20.6
2020,,14_reg_Donetsk,
2020,,15_reg_Zhytomyr,18.5
2020,,16_reg_Zakarpattya,13.5
2020,,17_reg_Zaporizhzhya,19.2
2020,,18_reg_Ivano-Frankivsk,15.6
2020,,19_reg_Kyiv,18.6
2020,,20_reg_Kirovohrad,19.1
2020,,21_reg_Luhansk,
2020,,22_reg_Lviv,14.8
2020,,23_reg_Mykolayiv,20.4
2020,,24_reg_Odesa,18.7
2020,,25_reg_Poltava,17.8
2020,,26_reg_Rivne,15.4
2020,,27_reg_Sumy,16.5
2020,,28_reg_Ternopil,15.9
2020,,29_reg_Kharkiv,17.4
2020,,30_reg_Kherson,20.8
2020,,31_reg_Khmelnytskiy,18.3
2020,,32_reg_Cherkasy,17.9
2020,,33_reg_Chernivtsi,17.1
2020,,34_reg_Chernihiv,16.2
2020,,35_reg_Kyiv_city,11.1
2020,,city_Sevastopol,1.0
2021,,Ukraine,18.1
2021,urban,Ukraine,23.4
2021,rural,Ukraine,8.7
2021,,autonomous_Republic_of_Crimea,
2021,,11_reg_Vinnytsya,24.7
2021,,12_reg_Volyn,13.7
2021,,13_reg_Dnipropetrovsk,22.2
2021,,14_reg_Donetsk,
2021,,15_reg_Zhytomyr,20.2
2021,,16_reg_Zakarpattya,14.8
2021,,17_reg_Zaporizhzhya,21.2
2021,,18_reg_Ivano-Frankivsk,18.3
2021,,19_reg_Kyiv,21.1
2021,,20_reg_Kirovohrad,22.0
2021,,21_reg_Luhansk,
2021,,22_reg_Lviv,16.9
2021,,23_reg_Mykolayiv,22.8
2021,,24_reg_Odesa,21.5
2021,,25_reg_Poltava,20.4
2021,,26_reg_Rivne,17.6
2021,,27_reg_Sumy,18.8
2021,,28_reg_Ternopil,18.1
2021,,29_reg_Kharkiv,20.3
2021,,30_reg_Kherson,23.6
2021,,31_reg_Khmelnytskiy,21.0
2021,,32_reg_Cherkasy,20.6
2021,,33_reg_Chernivtsi,19.8
2021,,34_reg_Chernihiv,18.9
2021,,35_reg_Kyiv_city,12.8
2021,,city_Sevastopol,
2022,,Ukraine,12.3
2022,urban,Ukraine,15.6
2022,rural,Ukraine,6.5
2022,,autonomous_Republic_of_Crimea,
2022,,11_reg_Vinnytsya,18.4
2022,,12_reg_Volyn,10.7
2022,,12_reg_Volyn,10.7
2022,,13_reg_Dnipropetrovsk,17.8
2022,,14_reg_Donetsk,
2022,,15_reg_Zhytomyr,16.0
2022,,16_reg_Zakarpattya,13.2
2022,,17_reg_Zaporizhzhya,10.9
2022,,18_reg_Ivano-Frankivsk,14.2
2022,,19_reg_Kyiv,15.7
2022,,20_reg_Kirovohrad,16.9
2022,,21_reg_Luhansk,
2022,,22_reg_Lviv,13.5
2022,,23_reg_Mykolayiv,17.1
2022,,24_reg_Odesa,15.2
2022,,25_reg_Poltava,14.6
2022,,26_reg_Rivne,13.1
2022,,27_reg_Sumy,14.0
2022,,28_reg_Ternopil,13.8
2022,,29_reg_Kharkiv,12.6
2022,,30_reg_Kherson,6.4
2022,,31_reg_Khmelnytskiy,15.1
2022,,32_reg_Cherkasy,14.8
2022,,33_reg_Chernivtsi,14.3
2022,,34_reg_Chernihiv,13.5
2022,,35_reg_Kyiv_city,9.3
2022,,city_Sevastopol,9.3
2023,,Ukraine,
2023,,autonomous_Republic_of_Crimea,
2023,,11_reg_Vinnytsya,
2023,,12_reg_Volyn,
2023,,13_reg_Dnipropetrovsk,
2023,,14_reg_Donetsk,
2023,,15_reg_Zhytomyr,
2023,,16_reg_Zakarpattya,
2023,,17_reg_Zaporizhzhya,
2023,,18_reg_Ivano-Frankivsk,
2023,,19_reg_Kyiv,
2023,,20_reg_Kirovohrad,
2023,,21_reg_Luhansk,
2023,,22_reg_Lviv,
2023,,23_reg_Mykolayiv,
2023,,24_reg_Odesa,
2023,,25_reg_Poltava,
2023,,26_reg_Rivne,
2023,,27_reg_Sumy,
2023,,28_reg_Ternopil,
2023,,29_reg_Kharkiv,
2023,,30_reg_Kherson,
2023,,31_reg_Khmelnytskiy,
2023,,32_reg_Cherkasy,
2023,,33_reg_Chernivtsi,
2023,,34_reg_Chernihiv,
2023,,35_reg_Kyiv_city,
2023,,city_Sevastopol,
2024,,Ukraine,
2024,,autonomous_Republic_of_Crimea,
2024,,11_reg_Vinnytsya,
2024,,12_reg_Volyn,
2024,,13_reg_Dnipropetrovsk,
2024,,14_reg_Donetsk,
2024,,15_reg_Zhytomyr,
2024,,16_reg_Zakarpattya,
2024,,17_reg_Zaporizhzhya,
2024,,18_reg_Ivano-Frankivsk,
2024,,19_reg_Kyiv,
2024,,20_reg_Kirovohrad,
2024,,21_reg_Luhansk,
2024,,22_reg_Lviv,
2024,,23_reg_Mykolayiv,
2024,,24_reg_Odesa,
2024,,25_reg_Poltava,
2024,,26_reg_Rivne,
2024,,27_reg_Sumy,
2024,,28_reg_Ternopil,
2024,,29_reg_Kharkiv,
2024,,30_reg_Kherson,
2024,,31_reg_Khmelnytskiy,
2024,,32_reg_Cherkasy,
2024,,33_reg_Chernivtsi,
2024,,34_reg_Chernihiv,
2024,,35_reg_Kyiv_city,
2024,,city_Sevastopol,
2011,,autonomous_Republic_of_Crimea,
2011,,11_reg_Vinnytsya,
2011,,12_reg_Volyn,13.7
2011,,13_reg_Dnipropetrovsk,
2011,,14_reg_Donetsk,
2011,,15_reg_Zhytomyr,
2011,,16_reg_Zakarpattya,
2011,,17_reg_Zaporizhzhya,
2011,,18_reg_Ivano-Frankivsk,
2011,,19_reg_Kyiv,
2011,,20_reg_Kirovohrad,
2011,,21_reg_Luhansk,
2011,,22_reg_Lviv,
2011,,23_reg_Mykolayiv,
2011,,24_reg_Odesa,
2011,,25_reg_Poltava,
2011,,26_reg_Rivne,
2011,,27_reg_Sumy,
2011,,28_reg_Ternopil,
2011,,29_reg_Kharkiv,
2011,,30_reg_Kherson,
2011,,31_reg_Khmelnytskiy,
2011,,32_reg_Cherkasy,
2011,,33_reg_Chernivtsi,
2011,,34_reg_Chernihiv,
2011,,35_reg_Kyiv_city,
2011,,city_Sevastopol,
